data_type,framework,version,algorithm,category,share_pct,repetitions
DOUBLE,c,Naive,durbin,invalid_code,0.0,5
DOUBLE,c,Naive,durbin,slowdown,40.0,5
DOUBLE,c,Naive,durbin,speedup_over,0.0,5
DOUBLE,c,Naive,durbin,speedup_under,60.0,5
DOUBLE,c,Naive,fdtd-2d,invalid_algorithm,0.0,5
DOUBLE,c,Naive,fdtd-2d,invalid_code,0.0,5
DOUBLE,c,Naive,fdtd-2d,slowdown,20.0,5
DOUBLE,c,Naive,fdtd-2d,speedup_over,40.0,5
DOUBLE,c,Naive,fdtd-2d,speedup_under,40.0,5
DOUBLE,c,Naive,gemver,invalid_algorithm,0.0,5
DOUBLE,c,Naive,gemver,invalid_code,0.0,5
DOUBLE,c,Naive,gemver,slowdown,0.0,5
DOUBLE,c,Naive,gemver,speedup_over,100.0,5
DOUBLE,c,Naive,gemver,speedup_under,0.0,5
DOUBLE,c,Naive,gesummv,invalid_algorithm,0.0,5
DOUBLE,c,Naive,gesummv,invalid_code,0.0,5
DOUBLE,c,Naive,gesummv,slowdown,0.0,5
DOUBLE,c,Naive,gesummv,speedup_over,100.0,5
DOUBLE,c,Naive,gesummv,speedup_under,0.0,5
DOUBLE,c,Naive,gramschmidt,invalid_algorithm,80.0,5
DOUBLE,c,Naive,gramschmidt,invalid_code,0.0,5
DOUBLE,c,Naive,gramschmidt,slowdown,0.0,5
DOUBLE,c,Naive,gramschmidt,speedup_over,20.0,5
DOUBLE,c,Naive,gramschmidt,speedup_under,0.0,5
DOUBLE,c,Naive,jacobi-1d,invalid_algorithm,0.0,5
DOUBLE,c,Naive,jacobi-1d,invalid_code,20.0,5
DOUBLE,c,Naive,jacobi-1d,slowdown,40.0,5
DOUBLE,c,Naive,jacobi-1d,speedup_over,0.0,5
DOUBLE,c,Naive,jacobi-1d,speedup_under,40.0,5
DOUBLE,c,Naive,jacobi-2d,invalid_algorithm,0.0,5
DOUBLE,c,Naive,jacobi-2d,invalid_code,20.0,5
DOUBLE,c,Naive,jacobi-2d,slowdown,0.0,5
DOUBLE,c,Naive,jacobi-2d,speedup_over,0.0,5
DOUBLE,c,Naive,jacobi-2d,speedup_under,80.0,5
DOUBLE,c,Naive,lu,invalid_algorithm,0.0,5
DOUBLE,c,Naive,lu,invalid_code,0.0,5
DOUBLE,c,Naive,lu,slowdown,0.0,5
DOUBLE,c,Naive,lu,speedup_over,100.0,5
DOUBLE,c,Naive,lu,speedup_under,0.0,5
DOUBLE,c,Naive,ludcmp,invalid_algorithm,20.0,5
DOUBLE,c,Naive,ludcmp,invalid_code,20.0,5
DOUBLE,c,Naive,ludcmp,slowdown,20.0,5
DOUBLE,c,Naive,ludcmp,speedup_over,20.0,5
DOUBLE,c,Naive,ludcmp,speedup_under,20.0,5
DOUBLE,c,Naive,mvt,invalid_algorithm,0.0,5
DOUBLE,c,Naive,mvt,invalid_code,0.0,5
DOUBLE,c,Naive,mvt,slowdown,0.0,5
DOUBLE,c,Naive,mvt,speedup_over,100.0,5
DOUBLE,c,Naive,mvt,speedup_under,0.0,5
DOUBLE,c,Naive,nussinov,invalid_algorithm,0.0,5
DOUBLE,c,Naive,nussinov,invalid_code,20.0,5
DOUBLE,c,Naive,nussinov,slowdown,0.0,5
DOUBLE,c,Naive,nussinov,speedup_over,80.0,5
DOUBLE,c,Naive,nussinov,speedup_under,0.0,5
DOUBLE,c,Naive,seidel-2d,invalid_algorithm,0.0,5
DOUBLE,c,Naive,seidel-2d,invalid_code,20.0,5
DOUBLE,c,Naive,seidel-2d,slowdown,40.0,5
DOUBLE,c,Naive,seidel-2d,speedup_over,40.0,5
DOUBLE,c,Naive,seidel-2d,speedup_under,0.0,5
DOUBLE,c,Naive,symm,invalid_algorithm,0.0,5
DOUBLE,c,Naive,symm,invalid_code,0.0,5
DOUBLE,c,Naive,symm,slowdown,20.0,5
DOUBLE,c,Naive,symm,speedup_over,60.0,5
DOUBLE,c,Naive,symm,speedup_under,20.0,5
DOUBLE,c,Naive,syr2k,invalid_algorithm,0.0,5
DOUBLE,c,Naive,syr2k,invalid_code,0.0,5
DOUBLE,c,Naive,syr2k,slowdown,60.0,5
DOUBLE,c,Naive,syr2k,speedup_over,0.0,5
DOUBLE,c,Naive,syr2k,speedup_under,40.0,5
DOUBLE,c,Naive,syrk,invalid_algorithm,0.0,5
DOUBLE,c,Naive,syrk,invalid_code,0.0,5
DOUBLE,c,Naive,syrk,slowdown,60.0,5
DOUBLE,c,Naive,syrk,speedup_over,20.0,5
DOUBLE,c,Naive,syrk,speedup_under,20.0,5
DOUBLE,c,Naive,trisolv,invalid_algorithm,0.0,5
DOUBLE,c,Naive,trisolv,invalid_code,20.0,5
DOUBLE,c,Naive,trisolv,slowdown,40.0,5
DOUBLE,c,Naive,trisolv,speedup_over,0.0,5
DOUBLE,c,Naive,trisolv,speedup_under,40.0,5
DOUBLE,c,Naive,trmm,invalid_algorithm,0.0,5
DOUBLE,c,Naive,trmm,invalid_code,0.0,5
DOUBLE,c,Naive,trmm,slowdown,0.0,5
DOUBLE,c,Naive,trmm,speedup_over,100.0,5
DOUBLE,c,Naive,trmm,speedup_under,0.0,5
DOUBLE,exo,AllHints,3mm,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,3mm,invalid_code,60.0,5
DOUBLE,exo,AllHints,3mm,slowdown,0.0,5
DOUBLE,exo,AllHints,3mm,speedup_over,40.0,5
DOUBLE,exo,AllHints,3mm,speedup_under,0.0,5
DOUBLE,exo,AllHints,adi,invalid_algorithm,20.0,5
DOUBLE,exo,AllHints,adi,invalid_code,0.0,5
DOUBLE,exo,AllHints,adi,slowdown,0.0,5
DOUBLE,exo,AllHints,adi,speedup_over,80.0,5
DOUBLE,exo,AllHints,adi,speedup_under,0.0,5
DOUBLE,exo,AllHints,atax,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,atax,invalid_code,40.0,5
DOUBLE,exo,AllHints,atax,slowdown,20.0,5
DOUBLE,exo,AllHints,atax,speedup_over,40.0,5
DOUBLE,exo,AllHints,atax,speedup_under,0.0,5
DOUBLE,exo,AllHints,bicg,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,bicg,invalid_code,20.0,5
DOUBLE,exo,AllHints,bicg,slowdown,0.0,5
DOUBLE,exo,AllHints,bicg,speedup_over,60.0,5
DOUBLE,exo,AllHints,bicg,speedup_under,20.0,5
DOUBLE,exo,AllHints,cholesky,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,cholesky,invalid_code,20.0,5
DOUBLE,exo,AllHints,cholesky,slowdown,40.0,5
DOUBLE,exo,AllHints,cholesky,speedup_over,0.0,5
DOUBLE,exo,AllHints,cholesky,speedup_under,40.0,5
DOUBLE,exo,AllHints,correlation,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,correlation,invalid_code,0.0,5
DOUBLE,exo,AllHints,correlation,slowdown,0.0,5
DOUBLE,exo,AllHints,correlation,speedup_over,100.0,5
DOUBLE,exo,AllHints,correlation,speedup_under,0.0,5
DOUBLE,exo,AllHints,covariance,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,covariance,invalid_code,60.0,5
DOUBLE,exo,AllHints,covariance,slowdown,20.0,5
DOUBLE,exo,AllHints,covariance,speedup_over,20.0,5
DOUBLE,exo,AllHints,covariance,speedup_under,0.0,5
DOUBLE,exo,AllHints,deriche,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,deriche,invalid_code,60.0,5
DOUBLE,exo,AllHints,deriche,slowdown,0.0,5
DOUBLE,exo,AllHints,deriche,speedup_over,40.0,5
DOUBLE,exo,AllHints,deriche,speedup_under,0.0,5
DOUBLE,exo,AllHints,doitgen,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,doitgen,invalid_code,0.0,5
DOUBLE,exo,AllHints,doitgen,slowdown,20.0,5
DOUBLE,exo,AllHints,doitgen,speedup_over,80.0,5
DOUBLE,exo,AllHints,doitgen,speedup_under,0.0,5
DOUBLE,exo,AllHints,durbin,invalid_algorithm,20.0,5
DOUBLE,exo,AllHints,durbin,invalid_code,20.0,5
DOUBLE,exo,AllHints,durbin,slowdown,60.0,5
DOUBLE,exo,AllHints,durbin,speedup_over,0.0,5
DOUBLE,exo,AllHints,durbin,speedup_under,0.0,5
DOUBLE,exo,AllHints,fdtd-2d,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,fdtd-2d,invalid_code,40.0,5
DOUBLE,exo,AllHints,fdtd-2d,slowdown,60.0,5
DOUBLE,exo,AllHints,fdtd-2d,speedup_over,0.0,5
DOUBLE,exo,AllHints,fdtd-2d,speedup_under,0.0,5
DOUBLE,exo,AllHints,gemver,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,gemver,invalid_code,0.0,5
DOUBLE,exo,AllHints,gemver,slowdown,0.0,5
DOUBLE,exo,AllHints,gemver,speedup_over,100.0,5
DOUBLE,exo,AllHints,gemver,speedup_under,0.0,5
DOUBLE,exo,AllHints,gesummv,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,gesummv,invalid_code,20.0,5
DOUBLE,exo,AllHints,gesummv,slowdown,0.0,5
DOUBLE,exo,AllHints,gesummv,speedup_over,80.0,5
DOUBLE,exo,AllHints,gesummv,speedup_under,0.0,5
DOUBLE,exo,AllHints,gramschmidt,invalid_algorithm,80.0,5
DOUBLE,exo,AllHints,gramschmidt,invalid_code,20.0,5
DOUBLE,exo,AllHints,gramschmidt,slowdown,0.0,5
DOUBLE,exo,AllHints,gramschmidt,speedup_over,0.0,5
DOUBLE,exo,AllHints,gramschmidt,speedup_under,0.0,5
DOUBLE,exo,AllHints,jacobi-1d,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,jacobi-1d,invalid_code,0.0,5
DOUBLE,exo,AllHints,jacobi-1d,slowdown,100.0,5
DOUBLE,exo,AllHints,jacobi-1d,speedup_over,0.0,5
DOUBLE,exo,AllHints,jacobi-1d,speedup_under,0.0,5
DOUBLE,exo,AllHints,jacobi-2d,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,jacobi-2d,invalid_code,60.0,5
DOUBLE,exo,AllHints,jacobi-2d,slowdown,20.0,5
DOUBLE,exo,AllHints,jacobi-2d,speedup_over,20.0,5
DOUBLE,exo,AllHints,jacobi-2d,speedup_under,0.0,5
DOUBLE,exo,AllHints,lu,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,lu,invalid_code,0.0,5
DOUBLE,exo,AllHints,lu,slowdown,100.0,5
DOUBLE,exo,AllHints,lu,speedup_over,0.0,5
DOUBLE,exo,AllHints,lu,speedup_under,0.0,5
DOUBLE,exo,AllHints,ludcmp,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,ludcmp,invalid_code,60.0,5
DOUBLE,exo,AllHints,ludcmp,slowdown,40.0,5
DOUBLE,exo,AllHints,ludcmp,speedup_over,0.0,5
DOUBLE,exo,AllHints,ludcmp,speedup_under,0.0,5
DOUBLE,exo,AllHints,mvt,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,mvt,invalid_code,0.0,5
DOUBLE,exo,AllHints,mvt,slowdown,0.0,5
DOUBLE,exo,AllHints,mvt,speedup_over,100.0,5
DOUBLE,exo,AllHints,mvt,speedup_under,0.0,5
DOUBLE,exo,AllHints,nussinov,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,nussinov,invalid_code,40.0,5
DOUBLE,exo,AllHints,nussinov,slowdown,0.0,5
DOUBLE,exo,AllHints,nussinov,speedup_over,60.0,5
DOUBLE,exo,AllHints,nussinov,speedup_under,0.0,5
DOUBLE,exo,AllHints,seidel-2d,invalid_algorithm,20.0,5
DOUBLE,exo,AllHints,seidel-2d,invalid_code,60.0,5
DOUBLE,exo,AllHints,seidel-2d,slowdown,0.0,5
DOUBLE,exo,AllHints,seidel-2d,speedup_over,0.0,5
DOUBLE,exo,AllHints,seidel-2d,speedup_under,20.0,5
DOUBLE,exo,AllHints,symm,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,symm,invalid_code,60.0,5
DOUBLE,exo,AllHints,symm,slowdown,0.0,5
DOUBLE,exo,AllHints,symm,speedup_over,40.0,5
DOUBLE,exo,AllHints,symm,speedup_under,0.0,5
DOUBLE,exo,AllHints,syr2k,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,syr2k,invalid_code,0.0,5
DOUBLE,exo,AllHints,syr2k,slowdown,0.0,5
DOUBLE,exo,AllHints,syr2k,speedup_over,100.0,5
DOUBLE,exo,AllHints,syr2k,speedup_under,0.0,5
DOUBLE,exo,AllHints,syrk,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,syrk,invalid_code,20.0,5
DOUBLE,exo,AllHints,syrk,slowdown,0.0,5
DOUBLE,exo,AllHints,syrk,speedup_over,80.0,5
DOUBLE,exo,AllHints,syrk,speedup_under,0.0,5
DOUBLE,exo,AllHints,trisolv,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,trisolv,invalid_code,0.0,5
DOUBLE,exo,AllHints,trisolv,slowdown,40.0,5
DOUBLE,exo,AllHints,trisolv,speedup_over,0.0,5
DOUBLE,exo,AllHints,trisolv,speedup_under,60.0,5
DOUBLE,exo,AllHints,trmm,invalid_algorithm,0.0,5
DOUBLE,exo,AllHints,trmm,invalid_code,20.0,5
DOUBLE,exo,AllHints,trmm,slowdown,20.0,5
DOUBLE,exo,AllHints,trmm,speedup_over,40.0,5
DOUBLE,exo,AllHints,trmm,speedup_under,20.0,5
DOUBLE,exo,ChooseHints,3mm,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,3mm,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,3mm,slowdown,0.0,5
DOUBLE,exo,ChooseHints,3mm,speedup_over,80.0,5
DOUBLE,exo,ChooseHints,3mm,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,adi,invalid_algorithm,20.0,5
DOUBLE,exo,ChooseHints,adi,invalid_code,0.0,5
DOUBLE,exo,ChooseHints,adi,slowdown,0.0,5
DOUBLE,exo,ChooseHints,adi,speedup_over,80.0,5
DOUBLE,exo,ChooseHints,adi,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,atax,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,atax,invalid_code,0.0,5
DOUBLE,exo,ChooseHints,atax,slowdown,20.0,5
DOUBLE,exo,ChooseHints,atax,speedup_over,60.0,5
DOUBLE,exo,ChooseHints,atax,speedup_under,20.0,5
DOUBLE,exo,ChooseHints,bicg,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,bicg,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,bicg,slowdown,40.0,5
DOUBLE,exo,ChooseHints,bicg,speedup_over,40.0,5
DOUBLE,exo,ChooseHints,bicg,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,cholesky,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,cholesky,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,cholesky,slowdown,20.0,5
DOUBLE,exo,ChooseHints,cholesky,speedup_over,0.0,5
DOUBLE,exo,ChooseHints,cholesky,speedup_under,60.0,5
DOUBLE,exo,ChooseHints,correlation,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,correlation,invalid_code,0.0,5
DOUBLE,exo,ChooseHints,correlation,slowdown,0.0,5
DOUBLE,exo,ChooseHints,correlation,speedup_over,100.0,5
DOUBLE,exo,ChooseHints,correlation,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,covariance,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,covariance,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,covariance,slowdown,0.0,5
DOUBLE,exo,ChooseHints,covariance,speedup_over,80.0,5
DOUBLE,exo,ChooseHints,covariance,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,deriche,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,deriche,invalid_code,80.0,5
DOUBLE,exo,ChooseHints,deriche,slowdown,0.0,5
DOUBLE,exo,ChooseHints,deriche,speedup_over,20.0,5
DOUBLE,exo,ChooseHints,deriche,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,doitgen,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,doitgen,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,doitgen,slowdown,0.0,5
DOUBLE,exo,ChooseHints,doitgen,speedup_over,80.0,5
DOUBLE,exo,ChooseHints,doitgen,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,durbin,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,durbin,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,durbin,slowdown,80.0,5
DOUBLE,exo,ChooseHints,durbin,speedup_over,0.0,5
DOUBLE,exo,ChooseHints,durbin,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,fdtd-2d,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,fdtd-2d,invalid_code,80.0,5
DOUBLE,exo,ChooseHints,fdtd-2d,slowdown,20.0,5
DOUBLE,exo,ChooseHints,fdtd-2d,speedup_over,0.0,5
DOUBLE,exo,ChooseHints,fdtd-2d,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,gemver,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,gemver,invalid_code,60.0,5
DOUBLE,exo,ChooseHints,gemver,slowdown,0.0,5
DOUBLE,exo,ChooseHints,gemver,speedup_over,40.0,5
DOUBLE,exo,ChooseHints,gemver,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,gesummv,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,gesummv,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,gesummv,slowdown,0.0,5
DOUBLE,exo,ChooseHints,gesummv,speedup_over,80.0,5
DOUBLE,exo,ChooseHints,gesummv,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,gramschmidt,invalid_algorithm,80.0,5
DOUBLE,exo,ChooseHints,gramschmidt,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,gramschmidt,slowdown,0.0,5
DOUBLE,exo,ChooseHints,gramschmidt,speedup_over,0.0,5
DOUBLE,exo,ChooseHints,gramschmidt,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,jacobi-1d,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,jacobi-1d,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,jacobi-1d,slowdown,80.0,5
DOUBLE,exo,ChooseHints,jacobi-1d,speedup_over,0.0,5
DOUBLE,exo,ChooseHints,jacobi-1d,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,jacobi-2d,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,jacobi-2d,invalid_code,40.0,5
DOUBLE,exo,ChooseHints,jacobi-2d,slowdown,40.0,5
DOUBLE,exo,ChooseHints,jacobi-2d,speedup_over,20.0,5
DOUBLE,exo,ChooseHints,jacobi-2d,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,lu,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,lu,invalid_code,40.0,5
DOUBLE,exo,ChooseHints,lu,slowdown,20.0,5
DOUBLE,exo,ChooseHints,lu,speedup_over,20.0,5
DOUBLE,exo,ChooseHints,lu,speedup_under,20.0,5
DOUBLE,exo,ChooseHints,ludcmp,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,ludcmp,invalid_code,40.0,5
DOUBLE,exo,ChooseHints,ludcmp,slowdown,40.0,5
DOUBLE,exo,ChooseHints,ludcmp,speedup_over,20.0,5
DOUBLE,exo,ChooseHints,ludcmp,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,mvt,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,mvt,invalid_code,0.0,5
DOUBLE,exo,ChooseHints,mvt,slowdown,0.0,5
DOUBLE,exo,ChooseHints,mvt,speedup_over,100.0,5
DOUBLE,exo,ChooseHints,mvt,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,nussinov,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,nussinov,invalid_code,0.0,5
DOUBLE,exo,ChooseHints,nussinov,slowdown,0.0,5
DOUBLE,exo,ChooseHints,nussinov,speedup_over,80.0,5
DOUBLE,exo,ChooseHints,nussinov,speedup_under,20.0,5
DOUBLE,exo,ChooseHints,seidel-2d,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,seidel-2d,invalid_code,80.0,5
DOUBLE,exo,ChooseHints,seidel-2d,slowdown,20.0,5
DOUBLE,exo,ChooseHints,seidel-2d,speedup_over,0.0,5
DOUBLE,exo,ChooseHints,seidel-2d,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,symm,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,symm,invalid_code,40.0,5
DOUBLE,exo,ChooseHints,symm,slowdown,40.0,5
DOUBLE,exo,ChooseHints,symm,speedup_over,20.0,5
DOUBLE,exo,ChooseHints,symm,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,syr2k,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,syr2k,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,syr2k,slowdown,0.0,5
DOUBLE,exo,ChooseHints,syr2k,speedup_over,80.0,5
DOUBLE,exo,ChooseHints,syr2k,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,syrk,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,syrk,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,syrk,slowdown,0.0,5
DOUBLE,exo,ChooseHints,syrk,speedup_over,80.0,5
DOUBLE,exo,ChooseHints,syrk,speedup_under,0.0,5
DOUBLE,exo,ChooseHints,trisolv,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,trisolv,invalid_code,20.0,5
DOUBLE,exo,ChooseHints,trisolv,slowdown,0.0,5
DOUBLE,exo,ChooseHints,trisolv,speedup_over,0.0,5
DOUBLE,exo,ChooseHints,trisolv,speedup_under,80.0,5
DOUBLE,exo,ChooseHints,trmm,invalid_algorithm,0.0,5
DOUBLE,exo,ChooseHints,trmm,invalid_code,60.0,5
DOUBLE,exo,ChooseHints,trmm,slowdown,0.0,5
DOUBLE,exo,ChooseHints,trmm,speedup_over,40.0,5
DOUBLE,exo,ChooseHints,trmm,speedup_under,0.0,5
DOUBLE,exo,FromPlan,3mm,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,3mm,invalid_code,40.0,5
DOUBLE,exo,FromPlan,3mm,slowdown,0.0,5
DOUBLE,exo,FromPlan,3mm,speedup_over,60.0,5
DOUBLE,exo,FromPlan,3mm,speedup_under,0.0,5
DOUBLE,exo,FromPlan,adi,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,adi,invalid_code,60.0,5
DOUBLE,exo,FromPlan,adi,slowdown,0.0,5
DOUBLE,exo,FromPlan,adi,speedup_over,20.0,5
DOUBLE,exo,FromPlan,adi,speedup_under,20.0,5
DOUBLE,exo,FromPlan,atax,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,atax,invalid_code,40.0,5
DOUBLE,exo,FromPlan,atax,slowdown,60.0,5
DOUBLE,exo,FromPlan,atax,speedup_over,0.0,5
DOUBLE,exo,FromPlan,atax,speedup_under,0.0,5
DOUBLE,exo,FromPlan,bicg,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,bicg,invalid_code,80.0,5
DOUBLE,exo,FromPlan,bicg,slowdown,0.0,5
DOUBLE,exo,FromPlan,bicg,speedup_over,20.0,5
DOUBLE,exo,FromPlan,bicg,speedup_under,0.0,5
DOUBLE,exo,FromPlan,cholesky,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,cholesky,invalid_code,20.0,5
DOUBLE,exo,FromPlan,cholesky,slowdown,0.0,5
DOUBLE,exo,FromPlan,cholesky,speedup_over,0.0,5
DOUBLE,exo,FromPlan,cholesky,speedup_under,80.0,5
DOUBLE,exo,FromPlan,correlation,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,correlation,invalid_code,40.0,5
DOUBLE,exo,FromPlan,correlation,slowdown,0.0,5
DOUBLE,exo,FromPlan,correlation,speedup_over,60.0,5
DOUBLE,exo,FromPlan,correlation,speedup_under,0.0,5
DOUBLE,exo,FromPlan,covariance,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,covariance,invalid_code,20.0,5
DOUBLE,exo,FromPlan,covariance,slowdown,0.0,5
DOUBLE,exo,FromPlan,covariance,speedup_over,80.0,5
DOUBLE,exo,FromPlan,covariance,speedup_under,0.0,5
DOUBLE,exo,FromPlan,deriche,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,deriche,invalid_code,80.0,5
DOUBLE,exo,FromPlan,deriche,slowdown,0.0,5
DOUBLE,exo,FromPlan,deriche,speedup_over,20.0,5
DOUBLE,exo,FromPlan,deriche,speedup_under,0.0,5
DOUBLE,exo,FromPlan,doitgen,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,doitgen,invalid_code,40.0,5
DOUBLE,exo,FromPlan,doitgen,slowdown,0.0,5
DOUBLE,exo,FromPlan,doitgen,speedup_over,60.0,5
DOUBLE,exo,FromPlan,doitgen,speedup_under,0.0,5
DOUBLE,exo,FromPlan,durbin,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,durbin,invalid_code,60.0,5
DOUBLE,exo,FromPlan,durbin,slowdown,40.0,5
DOUBLE,exo,FromPlan,durbin,speedup_over,0.0,5
DOUBLE,exo,FromPlan,durbin,speedup_under,0.0,5
DOUBLE,exo,FromPlan,fdtd-2d,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,fdtd-2d,invalid_code,60.0,5
DOUBLE,exo,FromPlan,fdtd-2d,slowdown,40.0,5
DOUBLE,exo,FromPlan,fdtd-2d,speedup_over,0.0,5
DOUBLE,exo,FromPlan,fdtd-2d,speedup_under,0.0,5
DOUBLE,exo,FromPlan,gemver,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,gemver,invalid_code,60.0,5
DOUBLE,exo,FromPlan,gemver,slowdown,40.0,5
DOUBLE,exo,FromPlan,gemver,speedup_over,0.0,5
DOUBLE,exo,FromPlan,gemver,speedup_under,0.0,5
DOUBLE,exo,FromPlan,gesummv,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,gesummv,invalid_code,40.0,5
DOUBLE,exo,FromPlan,gesummv,slowdown,0.0,5
DOUBLE,exo,FromPlan,gesummv,speedup_over,60.0,5
DOUBLE,exo,FromPlan,gesummv,speedup_under,0.0,5
DOUBLE,exo,FromPlan,gramschmidt,invalid_algorithm,20.0,5
DOUBLE,exo,FromPlan,gramschmidt,invalid_code,80.0,5
DOUBLE,exo,FromPlan,gramschmidt,slowdown,0.0,5
DOUBLE,exo,FromPlan,gramschmidt,speedup_over,0.0,5
DOUBLE,exo,FromPlan,gramschmidt,speedup_under,0.0,5
DOUBLE,exo,FromPlan,jacobi-1d,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,jacobi-1d,invalid_code,60.0,5
DOUBLE,exo,FromPlan,jacobi-1d,slowdown,40.0,5
DOUBLE,exo,FromPlan,jacobi-1d,speedup_over,0.0,5
DOUBLE,exo,FromPlan,jacobi-1d,speedup_under,0.0,5
DOUBLE,exo,FromPlan,jacobi-2d,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,jacobi-2d,invalid_code,100.0,5
DOUBLE,exo,FromPlan,jacobi-2d,slowdown,0.0,5
DOUBLE,exo,FromPlan,jacobi-2d,speedup_over,0.0,5
DOUBLE,exo,FromPlan,jacobi-2d,speedup_under,0.0,5
DOUBLE,exo,FromPlan,lu,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,lu,invalid_code,80.0,5
