data_type,version,algorithm,category,share_pct,repetitions
DOUBLE,Naive,jacobi-1d,speedup_under,0.0,20
DOUBLE,Naive,jacobi-2d,invalid_algorithm,20.0,20
DOUBLE,Naive,jacobi-2d,invalid_code,35.0,20
DOUBLE,Naive,jacobi-2d,slowdown,10.0,20
DOUBLE,Naive,jacobi-2d,speedup_over,25.0,20
DOUBLE,Naive,jacobi-2d,speedup_under,10.0,20
DOUBLE,Naive,lu,invalid_algorithm,10.0,20
DOUBLE,Naive,lu,invalid_code,20.0,20
DOUBLE,Naive,lu,slowdown,70.0,20
DOUBLE,Naive,lu,speedup_over,0.0,20
DOUBLE,Naive,lu,speedup_under,0.0,20
DOUBLE,Naive,ludcmp,invalid_algorithm,25.0,20
DOUBLE,Naive,ludcmp,invalid_code,10.0,20
DOUBLE,Naive,ludcmp,slowdown,65.0,20
DOUBLE,Naive,ludcmp,speedup_over,0.0,20
DOUBLE,Naive,ludcmp,speedup_under,0.0,20
DOUBLE,Naive,mvt,invalid_algorithm,15.0,20
DOUBLE,Naive,mvt,invalid_code,10.0,20
DOUBLE,Naive,mvt,slowdown,70.0,20
DOUBLE,Naive,mvt,speedup_over,5.0,20
DOUBLE,Naive,mvt,speedup_under,0.0,20
DOUBLE,Naive,nussinov,invalid_algorithm,10.0,20
DOUBLE,Naive,nussinov,invalid_code,60.0,20
DOUBLE,Naive,nussinov,slowdown,15.0,20
DOUBLE,Naive,nussinov,speedup_over,15.0,20
DOUBLE,Naive,nussinov,speedup_under,0.0,20
DOUBLE,Naive,seidel-2d,invalid_algorithm,20.0,20
DOUBLE,Naive,seidel-2d,invalid_code,30.0,20
DOUBLE,Naive,seidel-2d,slowdown,20.0,20
DOUBLE,Naive,seidel-2d,speedup_over,25.0,20
DOUBLE,Naive,seidel-2d,speedup_under,5.0,20
DOUBLE,Naive,symm,invalid_algorithm,30.0,20
DOUBLE,Naive,symm,invalid_code,5.0,20
DOUBLE,Naive,symm,slowdown,20.0,20
DOUBLE,Naive,symm,speedup_over,45.0,20
DOUBLE,Naive,symm,speedup_under,0.0,20
DOUBLE,Naive,syr2k,invalid_algorithm,25.0,20
DOUBLE,Naive,syr2k,invalid_code,0.0,20
DOUBLE,Naive,syr2k,slowdown,75.0,20
DOUBLE,Naive,syr2k,speedup_over,0.0,20
DOUBLE,Naive,syr2k,speedup_under,0.0,20
DOUBLE,Naive,syrk,invalid_algorithm,20.0,20
DOUBLE,Naive,syrk,invalid_code,10.0,20
DOUBLE,Naive,syrk,slowdown,70.0,20
DOUBLE,Naive,syrk,speedup_over,0.0,20
DOUBLE,Naive,syrk,speedup_under,0.0,20
DOUBLE,Naive,trisolv,invalid_algorithm,15.0,20
DOUBLE,Naive,trisolv,invalid_code,15.0,20
DOUBLE,Naive,trisolv,slowdown,5.0,20
DOUBLE,Naive,trisolv,speedup_over,0.0,20
DOUBLE,Naive,trisolv,speedup_under,65.0,20
DOUBLE,Naive,trmm,invalid_algorithm,5.0,20
DOUBLE,Naive,trmm,invalid_code,25.0,20
DOUBLE,Naive,trmm,slowdown,65.0,20
DOUBLE,Naive,trmm,speedup_over,5.0,20
DOUBLE,Naive,trmm,speedup_under,0.0,20
