data_type,framework,version,algorithm,repetition,category
DOUBLE,c,Naive,trisolv,1,speedup_under
DOUBLE,c,Naive,trisolv,2,slowdown
DOUBLE,c,Naive,trisolv,3,speedup_under
DOUBLE,c,Naive,trisolv,4,slowdown
DOUBLE,c,Naive,trisolv,5,invalid_code
DOUBLE,c,Naive,trmm,1,speedup_over
DOUBLE,c,Naive,trmm,2,speedup_over
DOUBLE,c,Naive,trmm,3,speedup_over
DOUBLE,c,Naive,trmm,4,speedup_over
DOUBLE,c,Naive,trmm,5,speedup_over
DOUBLE,c,standard,3mm,1,speedup_under
DOUBLE,c,standard,3mm,2,invalid_code
DOUBLE,c,standard,3mm,3,invalid_code
DOUBLE,c,standard,3mm,4,invalid_code
DOUBLE,c,standard,3mm,5,invalid_code
DOUBLE,c,standard,adi,1,speedup_under
DOUBLE,c,standard,adi,2,invalid_code
DOUBLE,c,standard,adi,3,invalid_code
DOUBLE,c,standard,adi,4,invalid_code
DOUBLE,c,standard,adi,5,invalid_code
DOUBLE,c,standard,atax,1,speedup_under
DOUBLE,c,standard,atax,2,invalid_code
DOUBLE,c,standard,atax,3,invalid_code
DOUBLE,c,standard,atax,4,invalid_code
DOUBLE,c,standard,atax,5,invalid_code
DOUBLE,c,standard,bicg,1,speedup_under
DOUBLE,c,standard,bicg,2,invalid_code
DOUBLE,c,standard,bicg,3,invalid_code
DOUBLE,c,standard,bicg,4,invalid_code
DOUBLE,c,standard,bicg,5,invalid_code
DOUBLE,c,standard,cholesky,1,speedup_under
DOUBLE,c,standard,cholesky,2,invalid_code
DOUBLE,c,standard,cholesky,3,invalid_code
DOUBLE,c,standard,cholesky,4,invalid_code
DOUBLE,c,standard,cholesky,5,invalid_code
DOUBLE,c,standard,correlation,1,speedup_under
DOUBLE,c,standard,correlation,2,invalid_code
DOUBLE,c,standard,correlation,3,invalid_code
DOUBLE,c,standard,correlation,4,invalid_code
DOUBLE,c,standard,correlation,5,invalid_code
DOUBLE,c,standard,covariance,1,speedup_under
DOUBLE,c,standard,covariance,2,invalid_code
DOUBLE,c,standard,covariance,3,invalid_code
DOUBLE,c,standard,covariance,4,invalid_code
DOUBLE,c,standard,covariance,5,invalid_code
DOUBLE,c,standard,deriche,1,speedup_under
DOUBLE,c,standard,deriche,2,invalid_code
DOUBLE,c,standard,deriche,3,invalid_code
DOUBLE,c,standard,deriche,4,invalid_code
DOUBLE,c,standard,deriche,5,invalid_code
DOUBLE,c,standard,doitgen,1,speedup_under
DOUBLE,c,standard,doitgen,2,invalid_code
DOUBLE,c,standard,doitgen,3,invalid_code
DOUBLE,c,standard,doitgen,4,invalid_code
DOUBLE,c,standard,doitgen,5,invalid_code
DOUBLE,c,standard,durbin,1,speedup_under
DOUBLE,c,standard,durbin,2,invalid_code
DOUBLE,c,standard,durbin,3,invalid_code
DOUBLE,c,standard,durbin,4,invalid_code
DOUBLE,c,standard,durbin,5,invalid_code
DOUBLE,c,standard,fdtd-2d,1,speedup_under
DOUBLE,c,standard,fdtd-2d,2,invalid_code
DOUBLE,c,standard,fdtd-2d,3,invalid_code
DOUBLE,c,standard,fdtd-2d,4,invalid_code
DOUBLE,c,standard,fdtd-2d,5,invalid_code
DOUBLE,c,standard,gemver,1,speedup_under
DOUBLE,c,standard,gemver,2,invalid_code
DOUBLE,c,standard,gemver,3,invalid_code
DOUBLE,c,standard,gemver,4,invalid_code
DOUBLE,c,standard,gemver,5,invalid_code
DOUBLE,c,standard,gesummv,1,speedup_under
DOUBLE,c,standard,gesummv,2,invalid_code
DOUBLE,c,standard,gesummv,3,invalid_code
DOUBLE,c,standard,gesummv,4,invalid_code
DOUBLE,c,standard,gesummv,5,invalid_code
DOUBLE,c,standard,gramschmidt,1,speedup_under
DOUBLE,c,standard,jacobi-1d,1,speedup_under
DOUBLE,c,standard,jacobi-1d,2,invalid_code
DOUBLE,c,standard,jacobi-1d,3,invalid_code
DOUBLE,c,standard,jacobi-1d,4,invalid_code
DOUBLE,c,standard,jacobi-1d,5,invalid_code
DOUBLE,c,standard,jacobi-2d,1,speedup_under
DOUBLE,c,standard,jacobi-2d,2,invalid_code
DOUBLE,c,standard,jacobi-2d,3,invalid_code
DOUBLE,c,standard,jacobi-2d,4,invalid_code
DOUBLE,c,standard,jacobi-2d,5,invalid_code
DOUBLE,c,standard,lu,1,speedup_under
DOUBLE,c,standard,lu,2,invalid_code
DOUBLE,c,standard,lu,3,invalid_code
DOUBLE,c,standard,lu,4,invalid_code
DOUBLE,c,standard,lu,5,invalid_code
DOUBLE,c,standard,ludcmp,1,speedup_under
DOUBLE,c,standard,ludcmp,2,invalid_code
DOUBLE,c,standard,ludcmp,3,invalid_code
DOUBLE,c,standard,ludcmp,4,invalid_code
DOUBLE,c,standard,ludcmp,5,invalid_code
DOUBLE,c,standard,mvt,1,speedup_under
DOUBLE,c,standard,mvt,2,invalid_code
DOUBLE,c,standard,mvt,3,invalid_code
DOUBLE,c,standard,mvt,4,invalid_code
DOUBLE,c,standard,mvt,5,invalid_code
DOUBLE,c,standard,nussinov,1,speedup_under
DOUBLE,c,standard,nussinov,2,invalid_code
DOUBLE,c,standard,nussinov,3,invalid_code
DOUBLE,c,standard,nussinov,4,invalid_code
DOUBLE,c,standard,nussinov,5,invalid_code
DOUBLE,c,standard,seidel-2d,1,speedup_under
DOUBLE,c,standard,seidel-2d,2,invalid_code
DOUBLE,c,standard,seidel-2d,3,invalid_code
DOUBLE,c,standard,seidel-2d,4,invalid_code
DOUBLE,c,standard,seidel-2d,5,invalid_code
DOUBLE,c,standard,symm,1,speedup_under
DOUBLE,c,standard,symm,2,invalid_code
DOUBLE,c,standard,symm,3,invalid_code
DOUBLE,c,standard,symm,4,invalid_code
DOUBLE,c,standard,symm,5,invalid_code
DOUBLE,c,standard,syr2k,1,speedup_under
DOUBLE,c,standard,syr2k,2,invalid_code
DOUBLE,c,standard,syr2k,3,invalid_code
DOUBLE,c,standard,syr2k,4,invalid_code
DOUBLE,c,standard,syr2k,5,invalid_code
DOUBLE,c,standard,syrk,1,speedup_under
DOUBLE,c,standard,syrk,2,invalid_code
DOUBLE,c,standard,syrk,3,invalid_code
DOUBLE,c,standard,syrk,4,invalid_code
DOUBLE,c,standard,syrk,5,invalid_code
DOUBLE,c,standard,trisolv,1,speedup_under
DOUBLE,c,standard,trisolv,2,invalid_code
DOUBLE,c,standard,trisolv,3,invalid_code
DOUBLE,c,standard,trisolv,4,invalid_code
DOUBLE,c,standard,trisolv,5,invalid_code
DOUBLE,c,standard,trmm,1,speedup_under
DOUBLE,c,standard,trmm,2,invalid_code
DOUBLE,c,standard,trmm,3,invalid_code
DOUBLE,c,standard,trmm,4,invalid_code
DOUBLE,c,standard,trmm,5,invalid_code
DOUBLE,exo,AllHints,3mm,1,invalid_code
DOUBLE,exo,AllHints,3mm,2,invalid_code
DOUBLE,exo,AllHints,3mm,3,speedup_over
DOUBLE,exo,AllHints,3mm,4,speedup_over
DOUBLE,exo,AllHints,3mm,5,invalid_code
DOUBLE,exo,AllHints,adi,1,speedup_over
DOUBLE,exo,AllHints,adi,2,speedup_over
DOUBLE,exo,AllHints,adi,3,speedup_over
DOUBLE,exo,AllHints,adi,4,invalid_algorithm
DOUBLE,exo,AllHints,adi,5,speedup_over
DOUBLE,exo,AllHints,atax,1,slowdown
DOUBLE,exo,AllHints,atax,2,slowdown
DOUBLE,exo,AllHints,atax,3,invalid_code
DOUBLE,exo,AllHints,atax,4,slowdown
DOUBLE,exo,AllHints,atax,5,invalid_code
DOUBLE,exo,AllHints,bicg,1,invalid_code
DOUBLE,exo,AllHints,bicg,2,speedup_under
DOUBLE,exo,AllHints,bicg,3,slowdown
DOUBLE,exo,AllHints,bicg,4,speedup_over
DOUBLE,exo,AllHints,bicg,5,speedup_over
DOUBLE,exo,AllHints,cholesky,1,speedup_under
DOUBLE,exo,AllHints,cholesky,2,speedup_under
DOUBLE,exo,AllHints,cholesky,3,slowdown
DOUBLE,exo,AllHints,cholesky,4,invalid_code
DOUBLE,exo,AllHints,cholesky,5,slowdown
DOUBLE,exo,AllHints,correlation,1,speedup_over
DOUBLE,exo,AllHints,correlation,2,speedup_over
DOUBLE,exo,AllHints,correlation,3,speedup_over
DOUBLE,exo,AllHints,correlation,4,speedup_over
DOUBLE,exo,AllHints,correlation,5,speedup_over
DOUBLE,exo,AllHints,covariance,1,slowdown
DOUBLE,exo,AllHints,covariance,2,invalid_code
DOUBLE,exo,AllHints,covariance,3,speedup_over
DOUBLE,exo,AllHints,covariance,4,invalid_code
DOUBLE,exo,AllHints,covariance,5,invalid_code
DOUBLE,exo,AllHints,deriche,1,slowdown
DOUBLE,exo,AllHints,deriche,2,speedup_over
DOUBLE,exo,AllHints,deriche,3,invalid_code
DOUBLE,exo,AllHints,deriche,4,invalid_code
DOUBLE,exo,AllHints,deriche,5,invalid_code
DOUBLE,exo,AllHints,doitgen,1,slowdown
DOUBLE,exo,AllHints,doitgen,2,speedup_over
DOUBLE,exo,AllHints,doitgen,3,speedup_over
DOUBLE,exo,AllHints,doitgen,4,speedup_over
DOUBLE,exo,AllHints,doitgen,5,speedup_over
DOUBLE,exo,AllHints,durbin,1,speedup_over
DOUBLE,exo,AllHints,durbin,2,slowdown
DOUBLE,exo,AllHints,durbin,3,slowdown
DOUBLE,exo,AllHints,durbin,4,invalid_algorithm
DOUBLE,exo,AllHints,durbin,5,invalid_code
DOUBLE,exo,AllHints,fdtd-2d,1,invalid_code
DOUBLE,exo,AllHints,fdtd-2d,2,invalid_code
DOUBLE,exo,AllHints,fdtd-2d,3,slowdown
DOUBLE,exo,AllHints,fdtd-2d,4,slowdown
DOUBLE,exo,AllHints,fdtd-2d,5,slowdown
DOUBLE,exo,AllHints,gemver,1,speedup_over
DOUBLE,exo,AllHints,gemver,2,speedup_under
DOUBLE,exo,AllHints,gemver,3,speedup_under
DOUBLE,exo,AllHints,gemver,4,speedup_under
DOUBLE,exo,AllHints,gemver,5,slowdown
DOUBLE,exo,AllHints,gesummv,1,invalid_code
DOUBLE,exo,AllHints,gesummv,2,speedup_over
DOUBLE,exo,AllHints,gesummv,3,speedup_over
DOUBLE,exo,AllHints,gesummv,4,speedup_over
DOUBLE,exo,AllHints,gesummv,5,speedup_over
DOUBLE,exo,AllHints,gramschmidt,1,invalid_algorithm
DOUBLE,exo,AllHints,gramschmidt,2,invalid_code
DOUBLE,exo,AllHints,gramschmidt,3,invalid_algorithm
DOUBLE,exo,AllHints,gramschmidt,4,invalid_algorithm
DOUBLE,exo,AllHints,gramschmidt,5,invalid_algorithm
DOUBLE,exo,AllHints,jacobi-1d,1,slowdown
DOUBLE,exo,AllHints,jacobi-1d,2,slowdown
DOUBLE,exo,AllHints,jacobi-1d,3,slowdown
DOUBLE,exo,AllHints,jacobi-1d,4,slowdown
DOUBLE,exo,AllHints,jacobi-1d,5,slowdown
DOUBLE,exo,AllHints,jacobi-2d,1,invalid_code
DOUBLE,exo,AllHints,jacobi-2d,2,slowdown
DOUBLE,exo,AllHints,jacobi-2d,3,slowdown
DOUBLE,exo,AllHints,jacobi-2d,4,invalid_code
DOUBLE,exo,AllHints,jacobi-2d,5,invalid_code
DOUBLE,exo,AllHints,lu,1,slowdown
DOUBLE,exo,AllHints,lu,2,slowdown
DOUBLE,exo,AllHints,lu,3,slowdown
DOUBLE,exo,AllHints,lu,4,slowdown
DOUBLE,exo,AllHints,lu,5,slowdown
DOUBLE,exo,AllHints,ludcmp,1,invalid_code
DOUBLE,exo,AllHints,ludcmp,2,slowdown
DOUBLE,exo,AllHints,ludcmp,3,invalid_code
DOUBLE,exo,AllHints,ludcmp,4,invalid_code
DOUBLE,exo,AllHints,ludcmp,5,slowdown
DOUBLE,exo,AllHints,mvt,1,speedup_over
DOUBLE,exo,AllHints,mvt,2,speedup_over
DOUBLE,exo,AllHints,mvt,3,speedup_over
DOUBLE,exo,AllHints,mvt,4,speedup_over
DOUBLE,exo,AllHints,mvt,5,speedup_over
DOUBLE,exo,AllHints,nussinov,1,invalid_code
DOUBLE,exo,AllHints,nussinov,2,speedup_over
DOUBLE,exo,AllHints,nussinov,3,speedup_over
DOUBLE,exo,AllHints,nussinov,4,invalid_code
DOUBLE,exo,AllHints,nussinov,5,speedup_over
DOUBLE,exo,AllHints,seidel-2d,1,slowdown
DOUBLE,exo,AllHints,seidel-2d,2,invalid_code
DOUBLE,exo,AllHints,seidel-2d,3,invalid_algorithm
DOUBLE,exo,AllHints,seidel-2d,4,invalid_code
DOUBLE,exo,AllHints,seidel-2d,5,invalid_code
DOUBLE,exo,AllHints,symm,1,invalid_code
DOUBLE,exo,AllHints,symm,2,speedup_over
DOUBLE,exo,AllHints,symm,3,invalid_code
DOUBLE,exo,AllHints,symm,4,invalid_code
DOUBLE,exo,AllHints,symm,5,speedup_over
DOUBLE,exo,AllHints,syr2k,1,speedup_over
DOUBLE,exo,AllHints,syr2k,2,speedup_over
DOUBLE,exo,AllHints,syr2k,3,speedup_over
DOUBLE,exo,AllHints,syr2k,4,speedup_over
DOUBLE,exo,AllHints,syr2k,5,speedup_over
DOUBLE,exo,AllHints,syrk,1,speedup_over
DOUBLE,exo,AllHints,syrk,2,speedup_over
DOUBLE,exo,AllHints,syrk,3,speedup_over
DOUBLE,exo,AllHints,syrk,4,speedup_over
DOUBLE,exo,AllHints,syrk,5,invalid_code
DOUBLE,exo,AllHints,trisolv,1,slowdown
DOUBLE,exo,AllHints,trisolv,2,slowdown
DOUBLE,exo,AllHints,trisolv,3,slowdown
DOUBLE,exo,AllHints,trisolv,4,slowdown
DOUBLE,exo,AllHints,trisolv,5,slowdown
DOUBLE,exo,AllHints,trmm,1,speedup_under
DOUBLE,exo,AllHints,trmm,2,speedup_over
DOUBLE,exo,AllHints,trmm,3,slowdown
DOUBLE,exo,AllHints,trmm,4,slowdown
DOUBLE,exo,AllHints,trmm,5,invalid_code
DOUBLE,exo,ChooseHints,3mm,1,speedup_over
DOUBLE,exo,ChooseHints,3mm,2,speedup_over
DOUBLE,exo,ChooseHints,3mm,3,speedup_over
DOUBLE,exo,ChooseHints,3mm,4,speedup_over
DOUBLE,exo,ChooseHints,3mm,5,invalid_code
DOUBLE,exo,ChooseHints,adi,1,speedup_over
DOUBLE,exo,ChooseHints,adi,2,speedup_over
DOUBLE,exo,ChooseHints,adi,3,invalid_algorithm
DOUBLE,exo,ChooseHints,adi,4,speedup_over
DOUBLE,exo,ChooseHints,adi,5,speedup_over
DOUBLE,exo,ChooseHints,atax,1,slowdown
DOUBLE,exo,ChooseHints,atax,2,slowdown
DOUBLE,exo,ChooseHints,atax,3,slowdown
DOUBLE,exo,ChooseHints,atax,4,slowdown
DOUBLE,exo,ChooseHints,atax,5,slowdown
DOUBLE,exo,ChooseHints,bicg,1,speedup_over
DOUBLE,exo,ChooseHints,bicg,2,speedup_over
DOUBLE,exo,ChooseHints,bicg,3,invalid_code
DOUBLE,exo,ChooseHints,bicg,4,slowdown
DOUBLE,exo,ChooseHints,bicg,5,slowdown
DOUBLE,exo,ChooseHints,cholesky,1,invalid_code
DOUBLE,exo,ChooseHints,cholesky,2,speedup_under
DOUBLE,exo,ChooseHints,cholesky,3,speedup_under
DOUBLE,exo,ChooseHints,cholesky,4,slowdown
DOUBLE,exo,ChooseHints,cholesky,5,speedup_under
DOUBLE,exo,ChooseHints,correlation,1,speedup_over
DOUBLE,exo,ChooseHints,correlation,2,speedup_over
DOUBLE,exo,ChooseHints,correlation,3,speedup_over
DOUBLE,exo,ChooseHints,correlation,4,speedup_over
DOUBLE,exo,ChooseHints,correlation,5,speedup_over
DOUBLE,exo,ChooseHints,covariance,1,speedup_over
DOUBLE,exo,ChooseHints,covariance,2,speedup_over
DOUBLE,exo,ChooseHints,covariance,3,speedup_over
DOUBLE,exo,ChooseHints,covariance,4,invalid_code
DOUBLE,exo,ChooseHints,covariance,5,speedup_over
DOUBLE,exo,ChooseHints,deriche,1,invalid_code
DOUBLE,exo,ChooseHints,deriche,2,speedup_over
DOUBLE,exo,ChooseHints,deriche,3,invalid_code
DOUBLE,exo,ChooseHints,deriche,4,invalid_code
DOUBLE,exo,ChooseHints,deriche,5,invalid_code
DOUBLE,exo,ChooseHints,doitgen,1,speedup_over
DOUBLE,exo,ChooseHints,doitgen,2,speedup_over
DOUBLE,exo,ChooseHints,doitgen,3,speedup_over
DOUBLE,exo,ChooseHints,doitgen,4,speedup_over
DOUBLE,exo,ChooseHints,doitgen,5,invalid_code
DOUBLE,exo,ChooseHints,durbin,1,slowdown
DOUBLE,exo,ChooseHints,durbin,2,slowdown
DOUBLE,exo,ChooseHints,durbin,3,slowdown
DOUBLE,exo,ChooseHints,durbin,4,slowdown
DOUBLE,exo,ChooseHints,durbin,5,invalid_code
DOUBLE,exo,ChooseHints,fdtd-2d,1,invalid_code
DOUBLE,exo,ChooseHints,fdtd-2d,2,invalid_code
DOUBLE,exo,ChooseHints,fdtd-2d,3,invalid_code
DOUBLE,exo,ChooseHints,fdtd-2d,4,slowdown
DOUBLE,exo,ChooseHints,fdtd-2d,5,invalid_code
DOUBLE,exo,ChooseHints,gemver,1,speedup_over
DOUBLE,exo,ChooseHints,gemver,2,speedup_under
DOUBLE,exo,ChooseHints,gemver,3,invalid_code
DOUBLE,exo,ChooseHints,gemver,4,invalid_code
DOUBLE,exo,ChooseHints,gemver,5,invalid_code
DOUBLE,exo,ChooseHints,gesummv,1,speedup_over
DOUBLE,exo,ChooseHints,gesummv,2,invalid_code
DOUBLE,exo,ChooseHints,gesummv,3,speedup_over
DOUBLE,exo,ChooseHints,gesummv,4,speedup_over
DOUBLE,exo,ChooseHints,gesummv,5,speedup_over
DOUBLE,exo,ChooseHints,gramschmidt,1,invalid_algorithm
DOUBLE,exo,ChooseHints,gramschmidt,2,invalid_algorithm
DOUBLE,exo,ChooseHints,gramschmidt,3,invalid_algorithm
DOUBLE,exo,ChooseHints,gramschmidt,4,invalid_code
DOUBLE,exo,ChooseHints,gramschmidt,5,invalid_algorithm
DOUBLE,exo,ChooseHints,jacobi-1d,1,slowdown
DOUBLE,exo,ChooseHints,jacobi-1d,2,invalid_code
DOUBLE,exo,ChooseHints,jacobi-1d,3,slowdown
DOUBLE,exo,ChooseHints,jacobi-1d,4,slowdown
DOUBLE,exo,ChooseHints,jacobi-1d,5,slowdown
DOUBLE,exo,ChooseHints,jacobi-2d,1,slowdown
DOUBLE,exo,ChooseHints,jacobi-2d,2,slowdown
DOUBLE,exo,ChooseHints,jacobi-2d,3,invalid_code
DOUBLE,exo,ChooseHints,jacobi-2d,4,slowdown
DOUBLE,exo,ChooseHints,jacobi-2d,5,invalid_code
DOUBLE,exo,ChooseHints,lu,1,speedup_over
DOUBLE,exo,ChooseHints,lu,2,slowdown
DOUBLE,exo,ChooseHints,lu,3,speedup_under
DOUBLE,exo,ChooseHints,lu,4,invalid_code
DOUBLE,exo,ChooseHints,lu,5,invalid_code
DOUBLE,exo,ChooseHints,ludcmp,1,slowdown
DOUBLE,exo,ChooseHints,ludcmp,2,invalid_code
DOUBLE,exo,ChooseHints,ludcmp,3,slowdown
DOUBLE,exo,ChooseHints,ludcmp,4,speedup_over
DOUBLE,exo,ChooseHints,ludcmp,5,invalid_code
DOUBLE,exo,ChooseHints,mvt,1,speedup_under
DOUBLE,exo,ChooseHints,mvt,2,speedup_under
DOUBLE,exo,ChooseHints,mvt,3,speedup_over
DOUBLE,exo,ChooseHints,mvt,4,speedup_over
DOUBLE,exo,ChooseHints,mvt,5,speedup_over
DOUBLE,exo,ChooseHints,nussinov,1,speedup_under
DOUBLE,exo,ChooseHints,nussinov,2,speedup_over
DOUBLE,exo,ChooseHints,nussinov,3,speedup_over
DOUBLE,exo,ChooseHints,nussinov,4,speedup_over
DOUBLE,exo,ChooseHints,nussinov,5,speedup_over
DOUBLE,exo,ChooseHints,seidel-2d,1,slowdown
DOUBLE,exo,ChooseHints,seidel-2d,2,invalid_code
DOUBLE,exo,ChooseHints,seidel-2d,3,invalid_code
DOUBLE,exo,ChooseHints,seidel-2d,4,invalid_code
DOUBLE,exo,ChooseHints,seidel-2d,5,invalid_code
DOUBLE,exo,ChooseHints,symm,1,invalid_code
DOUBLE,exo,ChooseHints,symm,2,slowdown
DOUBLE,exo,ChooseHints,symm,3,speedup_under
DOUBLE,exo,ChooseHints,symm,4,slowdown
DOUBLE,exo,ChooseHints,symm,5,invalid_code
DOUBLE,exo,ChooseHints,syr2k,1,invalid_code
DOUBLE,exo,ChooseHints,syr2k,2,speedup_over
DOUBLE,exo,ChooseHints,syr2k,3,speedup_over
DOUBLE,exo,ChooseHints,syr2k,4,speedup_over
DOUBLE,exo,ChooseHints,syr2k,5,speedup_over
DOUBLE,exo,ChooseHints,syrk,1,speedup_over
DOUBLE,exo,ChooseHints,syrk,2,speedup_over
DOUBLE,exo,ChooseHints,syrk,3,invalid_code
DOUBLE,exo,ChooseHints,syrk,4,speedup_over
DOUBLE,exo,ChooseHints,syrk,5,speedup_over
DOUBLE,exo,ChooseHints,trisolv,1,slowdown
DOUBLE,exo,ChooseHints,trisolv,2,slowdown
DOUBLE,exo,ChooseHints,trisolv,3,speedup_under
DOUBLE,exo,ChooseHints,trisolv,4,invalid_code
DOUBLE,exo,ChooseHints,trisolv,5,slowdown
DOUBLE,exo,ChooseHints,trmm,1,invalid_code
DOUBLE,exo,ChooseHints,trmm,2,speedup_over
DOUBLE,exo,ChooseHints,trmm,3,invalid_code
DOUBLE,exo,ChooseHints,trmm,4,speedup_over
DOUBLE,exo,ChooseHints,trmm,5,invalid_code
DOUBLE,exo,FromPlan,3mm,1,invalid_code
DOUBLE,exo,FromPlan,3mm,2,invalid_code
DOUBLE,exo,FromPlan,3mm,3,speedup_over
DOUBLE,exo,FromPlan,3mm,4,speedup_over
DOUBLE,exo,FromPlan,3mm,5,speedup_over
DOUBLE,exo,FromPlan,adi,1,invalid_code
DOUBLE,exo,FromPlan,adi,2,speedup_under
DOUBLE,exo,FromPlan,adi,3,invalid_code
DOUBLE,exo,FromPlan,adi,4,speedup_over
DOUBLE,exo,FromPlan,adi,5,invalid_code
DOUBLE,exo,FromPlan,atax,1,slowdown
DOUBLE,exo,FromPlan,atax,2,slowdown
DOUBLE,exo,FromPlan,atax,3,invalid_code
DOUBLE,exo,FromPlan,atax,4,slowdown
DOUBLE,exo,FromPlan,atax,5,invalid_code
DOUBLE,exo,FromPlan,bicg,1,invalid_code
DOUBLE,exo,FromPlan,bicg,2,speedup_under
DOUBLE,exo,FromPlan,bicg,3,invalid_code
DOUBLE,exo,FromPlan,bicg,4,invalid_code
DOUBLE,exo,FromPlan,bicg,5,invalid_code
DOUBLE,exo,FromPlan,cholesky,1,speedup_under
DOUBLE,exo,FromPlan,cholesky,2,speedup_under
DOUBLE,exo,FromPlan,cholesky,3,invalid_code
DOUBLE,exo,FromPlan,cholesky,4,speedup_under
DOUBLE,exo,FromPlan,cholesky,5,speedup_under
DOUBLE,exo,FromPlan,correlation,1,invalid_code
DOUBLE,exo,FromPlan,correlation,2,speedup_over
DOUBLE,exo,FromPlan,correlation,3,speedup_over
DOUBLE,exo,FromPlan,correlation,4,speedup_over
DOUBLE,exo,FromPlan,correlation,5,invalid_code
DOUBLE,exo,FromPlan,covariance,1,speedup_over
DOUBLE,exo,FromPlan,covariance,2,invalid_code
DOUBLE,exo,FromPlan,covariance,3,speedup_over
DOUBLE,exo,FromPlan,covariance,4,speedup_over
DOUBLE,exo,FromPlan,covariance,5,speedup_over
DOUBLE,exo,FromPlan,deriche,1,invalid_code
DOUBLE,exo,FromPlan,deriche,2,invalid_code
DOUBLE,exo,FromPlan,deriche,3,speedup_over
DOUBLE,exo,FromPlan,deriche,4,invalid_code
DOUBLE,exo,FromPlan,deriche,5,invalid_code
DOUBLE,exo,FromPlan,doitgen,1,invalid_code
DOUBLE,exo,FromPlan,doitgen,2,speedup_over
DOUBLE,exo,FromPlan,doitgen,3,invalid_code
DOUBLE,exo,FromPlan,doitgen,4,speedup_over
DOUBLE,exo,FromPlan,doitgen,5,speedup_over
DOUBLE,exo,FromPlan,durbin,1,invalid_code
DOUBLE,exo,FromPlan,durbin,2,slowdown
DOUBLE,exo,FromPlan,durbin,3,invalid_code
DOUBLE,exo,FromPlan,durbin,4,invalid_code
DOUBLE,exo,FromPlan,durbin,5,slowdown
DOUBLE,exo,FromPlan,fdtd-2d,1,invalid_code
DOUBLE,exo,FromPlan,fdtd-2d,2,slowdown
DOUBLE,exo,FromPlan,fdtd-2d,3,invalid_code
DOUBLE,exo,FromPlan,fdtd-2d,4,slowdown
DOUBLE,exo,FromPlan,fdtd-2d,5,invalid_code
DOUBLE,exo,FromPlan,gemver,1,slowdown
DOUBLE,exo,FromPlan,gemver,2,slowdown
DOUBLE,exo,FromPlan,gemver,3,invalid_code
DOUBLE,exo,FromPlan,gemver,4,invalid_code
DOUBLE,exo,FromPlan,gemver,5,invalid_code
DOUBLE,exo,FromPlan,gesummv,1,invalid_code
DOUBLE,exo,FromPlan,gesummv,2,speedup_over
DOUBLE,exo,FromPlan,gesummv,3,speedup_over
DOUBLE,exo,FromPlan,gesummv,4,invalid_code
DOUBLE,exo,FromPlan,gesummv,5,speedup_over
DOUBLE,exo,FromPlan,gramschmidt,1,invalid_code
DOUBLE,exo,FromPlan,gramschmidt,2,invalid_code
DOUBLE,exo,FromPlan,gramschmidt,3,invalid_algorithm
DOUBLE,exo,FromPlan,gramschmidt,4,invalid_code
DOUBLE,exo,FromPlan,gramschmidt,5,invalid_code
DOUBLE,exo,FromPlan,jacobi-1d,1,slowdown
DOUBLE,exo,FromPlan,jacobi-1d,2,invalid_code
DOUBLE,exo,FromPlan,jacobi-1d,3,invalid_code
DOUBLE,exo,FromPlan,jacobi-1d,4,slowdown
DOUBLE,exo,FromPlan,jacobi-1d,5,invalid_code
DOUBLE,exo,FromPlan,jacobi-2d,1,invalid_code
DOUBLE,exo,FromPlan,jacobi-2d,2,invalid_code
DOUBLE,exo,FromPlan,jacobi-2d,3,invalid_code
DOUBLE,exo,FromPlan,jacobi-2d,4,invalid_code
DOUBLE,exo,FromPlan,jacobi-2d,5,invalid_code
DOUBLE,exo,FromPlan,lu,1,invalid_code
DOUBLE,exo,FromPlan,lu,2,invalid_code
DOUBLE,exo,FromPlan,lu,3,speedup_under
DOUBLE,exo,FromPlan,lu,4,invalid_code
DOUBLE,exo,FromPlan,lu,5,invalid_code
DOUBLE,exo,FromPlan,ludcmp,1,invalid_code
DOUBLE,exo,FromPlan,ludcmp,2,invalid_code
DOUBLE,exo,FromPlan,ludcmp,3,slowdown
DOUBLE,exo,FromPlan,ludcmp,4,invalid_code
DOUBLE,exo,FromPlan,ludcmp,5,invalid_code
DOUBLE,exo,FromPlan,mvt,1,invalid_code
DOUBLE,exo,FromPlan,mvt,2,slowdown
DOUBLE,exo,FromPlan,mvt,3,slowdown
DOUBLE,exo,FromPlan,mvt,4,slowdown
DOUBLE,exo,FromPlan,mvt,5,invalid_code
DOUBLE,exo,FromPlan,nussinov,1,speedup_over
DOUBLE,exo,FromPlan,nussinov,2,invalid_code
DOUBLE,exo,FromPlan,nussinov,3,invalid_code
DOUBLE,exo,FromPlan,nussinov,4,speedup_under
DOUBLE,exo,FromPlan,nussinov,5,invalid_code
DOUBLE,exo,FromPlan,seidel-2d,1,invalid_code
DOUBLE,exo,FromPlan,seidel-2d,2,speedup_under
DOUBLE,exo,FromPlan,seidel-2d,3,speedup_under
DOUBLE,exo,FromPlan,seidel-2d,4,invalid_code
DOUBLE,exo,FromPlan,seidel-2d,5,invalid_code
DOUBLE,exo,FromPlan,symm,1,slowdown
DOUBLE,exo,FromPlan,symm,2,invalid_code
DOUBLE,exo,FromPlan,symm,3,invalid_code
