framework,version,algorithm,repetition,category
c,standard,ludcmp,1,slowdown
c,standard,ludcmp,2,invalid_code
c,standard,ludcmp,3,invalid_code
c,standard,ludcmp,4,invalid_code
c,standard,ludcmp,5,invalid_code
c,standard,mvt,1,speedup_under
c,standard,mvt,2,invalid_code
c,standard,mvt,3,invalid_code
c,standard,mvt,4,invalid_code
c,standard,mvt,5,invalid_code
c,standard,nussinov,1,slowdown
c,standard,nussinov,2,invalid_code
c,standard,nussinov,3,invalid_code
c,standard,nussinov,4,invalid_code
c,standard,nussinov,5,invalid_code
c,standard,seidel-2d,1,slowdown
c,standard,seidel-2d,2,invalid_code
c,standard,seidel-2d,3,invalid_code
c,standard,seidel-2d,4,invalid_code
c,standard,seidel-2d,5,invalid_code
c,standard,symm,1,speedup_over
c,standard,symm,2,invalid_code
c,standard,symm,3,invalid_code
c,standard,symm,4,invalid_code
c,standard,symm,5,invalid_code
c,standard,syr2k,1,speedup_over
c,standard,syr2k,2,invalid_code
c,standard,syr2k,3,invalid_code
c,standard,syr2k,4,invalid_code
c,standard,syr2k,5,invalid_code
c,standard,syrk,1,speedup_over
c,standard,syrk,2,invalid_code
c,standard,syrk,3,invalid_code
c,standard,syrk,4,invalid_code
c,standard,syrk,5,invalid_code
c,standard,trisolv,1,speedup_under
c,standard,trisolv,2,invalid_code
c,standard,trisolv,3,invalid_code
c,standard,trisolv,4,invalid_code
c,standard,trisolv,5,invalid_code
c,standard,trmm,1,slowdown
c,standard,trmm,2,invalid_code
c,standard,trmm,3,invalid_code
c,standard,trmm,4,invalid_code
c,standard,trmm,5,invalid_code
exo,AllHints,2mm,1,invalid_code
exo,AllHints,2mm,2,speedup_over
exo,AllHints,2mm,3,speedup_over
exo,AllHints,2mm,4,speedup_over
exo,AllHints,2mm,5,speedup_over
exo,AllHints,3mm,1,invalid_code
exo,AllHints,3mm,2,invalid_code
exo,AllHints,3mm,3,speedup_over
exo,AllHints,3mm,4,speedup_over
exo,AllHints,3mm,5,invalid_code
exo,AllHints,adi,1,speedup_over
exo,AllHints,adi,2,speedup_over
exo,AllHints,adi,3,speedup_over
exo,AllHints,adi,4,invalid_code
exo,AllHints,adi,5,speedup_over
exo,AllHints,atax,1,slowdown
exo,AllHints,atax,2,slowdown
exo,AllHints,atax,3,invalid_code
exo,AllHints,atax,4,speedup_under
exo,AllHints,atax,5,invalid_code
exo,AllHints,bicg,1,invalid_code
exo,AllHints,bicg,2,slowdown
exo,AllHints,bicg,3,slowdown
exo,AllHints,bicg,4,slowdown
exo,AllHints,bicg,5,slowdown
exo,AllHints,cholesky,1,speedup_under
exo,AllHints,cholesky,2,speedup_under
exo,AllHints,cholesky,3,speedup_under
exo,AllHints,cholesky,4,invalid_code
exo,AllHints,cholesky,5,speedup_under
exo,AllHints,correlation,1,speedup_over
exo,AllHints,correlation,2,speedup_over
exo,AllHints,correlation,3,speedup_over
exo,AllHints,correlation,4,speedup_over
exo,AllHints,correlation,5,speedup_over
exo,AllHints,covariance,1,slowdown
exo,AllHints,covariance,2,invalid_code
exo,AllHints,covariance,3,speedup_over
exo,AllHints,covariance,4,invalid_code
exo,AllHints,covariance,5,invalid_code
exo,AllHints,deriche,1,speedup_over
exo,AllHints,deriche,2,speedup_over
exo,AllHints,deriche,3,invalid_code
exo,AllHints,deriche,4,invalid_code
exo,AllHints,deriche,5,invalid_code
exo,AllHints,doitgen,1,slowdown
exo,AllHints,doitgen,2,speedup_over
exo,AllHints,doitgen,3,speedup_over
exo,AllHints,doitgen,4,speedup_over
exo,AllHints,doitgen,5,speedup_over
exo,AllHints,durbin,1,slowdown
exo,AllHints,durbin,2,slowdown
exo,AllHints,durbin,3,slowdown
exo,AllHints,durbin,4,invalid_code
exo,AllHints,durbin,5,invalid_code
exo,AllHints,fdtd-2d,1,invalid_code
exo,AllHints,fdtd-2d,2,invalid_code
exo,AllHints,fdtd-2d,3,speedup_over
exo,AllHints,fdtd-2d,4,speedup_over
exo,AllHints,fdtd-2d,5,speedup_over
exo,AllHints,floyd-warshall,1,speedup_over
exo,AllHints,floyd-warshall,2,speedup_over
exo,AllHints,floyd-warshall,3,speedup_over
exo,AllHints,floyd-warshall,4,speedup_over
exo,AllHints,floyd-warshall,5,speedup_over
exo,AllHints,gemm,1,speedup_over
exo,AllHints,gemm,2,speedup_over
exo,AllHints,gemm,3,invalid_code
exo,AllHints,gemm,4,speedup_over
exo,AllHints,gemm,5,speedup_over
exo,AllHints,gemver,1,speedup_over
exo,AllHints,gemver,2,speedup_over
exo,AllHints,gemver,3,speedup_over
exo,AllHints,gemver,4,speedup_over
exo,AllHints,gemver,5,speedup_over
exo,AllHints,gesummv,1,invalid_code
exo,AllHints,gesummv,2,speedup_over
exo,AllHints,gesummv,3,speedup_over
exo,AllHints,gesummv,4,speedup_over
exo,AllHints,gesummv,5,speedup_over
exo,AllHints,gramschmidt,1,invalid_code
exo,AllHints,gramschmidt,2,invalid_code
exo,AllHints,gramschmidt,3,invalid_code
exo,AllHints,gramschmidt,4,invalid_code
exo,AllHints,gramschmidt,5,invalid_code
exo,AllHints,heat-3d,1,speedup_over
exo,AllHints,heat-3d,2,invalid_code
exo,AllHints,heat-3d,3,speedup_over
exo,AllHints,heat-3d,4,invalid_code
exo,AllHints,heat-3d,5,invalid_code
exo,AllHints,jacobi-1d,1,slowdown
exo,AllHints,jacobi-1d,2,slowdown
exo,AllHints,jacobi-1d,3,slowdown
exo,AllHints,jacobi-1d,4,slowdown
exo,AllHints,jacobi-1d,5,slowdown
exo,AllHints,jacobi-2d,1,invalid_code
exo,AllHints,jacobi-2d,2,speedup_over
exo,AllHints,jacobi-2d,3,speedup_over
exo,AllHints,jacobi-2d,4,invalid_code
exo,AllHints,jacobi-2d,5,invalid_code
exo,AllHints,lu,1,speedup_over
exo,AllHints,lu,2,speedup_over
exo,AllHints,lu,3,speedup_over
exo,AllHints,lu,4,slowdown
exo,AllHints,lu,5,speedup_over
exo,AllHints,ludcmp,1,invalid_code
exo,AllHints,ludcmp,2,slowdown
exo,AllHints,ludcmp,3,invalid_code
exo,AllHints,ludcmp,4,invalid_code
exo,AllHints,ludcmp,5,speedup_over
exo,AllHints,mvt,1,speedup_over
exo,AllHints,mvt,2,speedup_over
exo,AllHints,mvt,3,speedup_over
exo,AllHints,mvt,4,speedup_over
exo,AllHints,mvt,5,speedup_over
exo,AllHints,nussinov,1,invalid_code
exo,AllHints,nussinov,2,speedup_over
exo,AllHints,nussinov,3,speedup_over
exo,AllHints,nussinov,4,invalid_code
exo,AllHints,nussinov,5,speedup_over
exo,AllHints,seidel-2d,1,slowdown
exo,AllHints,seidel-2d,2,invalid_code
exo,AllHints,seidel-2d,3,invalid_code
exo,AllHints,seidel-2d,4,invalid_code
exo,AllHints,seidel-2d,5,invalid_code
exo,AllHints,symm,1,invalid_code
exo,AllHints,symm,2,speedup_over
exo,AllHints,symm,3,invalid_code
exo,AllHints,symm,4,invalid_code
exo,AllHints,symm,5,speedup_over
exo,AllHints,syr2k,1,speedup_over
exo,AllHints,syr2k,2,speedup_over
exo,AllHints,syr2k,3,speedup_over
exo,AllHints,syr2k,4,speedup_over
exo,AllHints,syr2k,5,speedup_over
exo,AllHints,syrk,1,speedup_over
exo,AllHints,syrk,2,speedup_over
exo,AllHints,syrk,3,speedup_over
exo,AllHints,syrk,4,speedup_over
exo,AllHints,syrk,5,invalid_code
exo,AllHints,trisolv,1,speedup_under
exo,AllHints,trisolv,2,speedup_under
exo,AllHints,trisolv,3,speedup_under
exo,AllHints,trisolv,4,speedup_under
exo,AllHints,trisolv,5,speedup_under
exo,AllHints,trmm,1,speedup_over
exo,AllHints,trmm,2,speedup_over
exo,AllHints,trmm,3,speedup_over
exo,AllHints,trmm,4,slowdown
exo,AllHints,trmm,5,invalid_code
exo,ChooseHints,2mm,1,speedup_over
exo,ChooseHints,2mm,2,speedup_over
exo,ChooseHints,2mm,3,speedup_over
exo,ChooseHints,2mm,4,speedup_over
exo,ChooseHints,2mm,5,speedup_over
exo,ChooseHints,3mm,1,speedup_over
exo,ChooseHints,3mm,2,speedup_over
exo,ChooseHints,3mm,3,speedup_over
exo,ChooseHints,3mm,4,speedup_over
exo,ChooseHints,3mm,5,invalid_code
exo,ChooseHints,adi,1,speedup_over
exo,ChooseHints,adi,2,speedup_over
exo,ChooseHints,adi,3,invalid_code
exo,ChooseHints,adi,4,speedup_over
exo,ChooseHints,adi,5,speedup_over
exo,ChooseHints,atax,1,speedup_over
exo,ChooseHints,atax,2,speedup_under
exo,ChooseHints,atax,3,slowdown
exo,ChooseHints,atax,4,speedup_over
exo,ChooseHints,atax,5,slowdown
exo,ChooseHints,bicg,1,slowdown
exo,ChooseHints,bicg,2,slowdown
exo,ChooseHints,bicg,3,invalid_code
exo,ChooseHints,bicg,4,slowdown
exo,ChooseHints,bicg,5,slowdown
exo,ChooseHints,cholesky,1,invalid_code
exo,ChooseHints,cholesky,2,speedup_under
exo,ChooseHints,cholesky,3,speedup_under
exo,ChooseHints,cholesky,4,speedup_under
exo,ChooseHints,cholesky,5,speedup_under
exo,ChooseHints,correlation,1,speedup_over
exo,ChooseHints,correlation,2,speedup_over
exo,ChooseHints,correlation,3,speedup_over
exo,ChooseHints,correlation,4,speedup_over
exo,ChooseHints,correlation,5,speedup_over
exo,ChooseHints,covariance,1,speedup_over
exo,ChooseHints,covariance,2,speedup_over
exo,ChooseHints,covariance,3,speedup_over
exo,ChooseHints,covariance,4,invalid_code
exo,ChooseHints,covariance,5,speedup_over
exo,ChooseHints,deriche,1,invalid_code
exo,ChooseHints,deriche,2,speedup_over
exo,ChooseHints,deriche,3,invalid_code
exo,ChooseHints,deriche,4,invalid_code
exo,ChooseHints,deriche,5,invalid_code
exo,ChooseHints,doitgen,1,speedup_over
exo,ChooseHints,doitgen,2,speedup_over
exo,ChooseHints,doitgen,3,speedup_over
exo,ChooseHints,doitgen,4,speedup_over
exo,ChooseHints,doitgen,5,invalid_code
exo,ChooseHints,durbin,1,slowdown
exo,ChooseHints,durbin,2,slowdown
exo,ChooseHints,durbin,3,slowdown
exo,ChooseHints,durbin,4,slowdown
exo,ChooseHints,durbin,5,invalid_code
exo,ChooseHints,fdtd-2d,1,invalid_code
exo,ChooseHints,fdtd-2d,2,invalid_code
exo,ChooseHints,fdtd-2d,3,invalid_code
exo,ChooseHints,fdtd-2d,4,speedup_over
exo,ChooseHints,fdtd-2d,5,invalid_code
exo,ChooseHints,floyd-warshall,1,speedup_over
exo,ChooseHints,floyd-warshall,2,invalid_code
exo,ChooseHints,floyd-warshall,3,invalid_code
exo,ChooseHints,floyd-warshall,4,speedup_over
exo,ChooseHints,floyd-warshall,5,invalid_code
exo,ChooseHints,gemm,1,speedup_over
exo,ChooseHints,gemm,2,speedup_over
exo,ChooseHints,gemm,3,invalid_code
exo,ChooseHints,gemm,4,speedup_over
exo,ChooseHints,gemm,5,invalid_code
exo,ChooseHints,gemver,1,speedup_over
exo,ChooseHints,gemver,2,speedup_over
exo,ChooseHints,gemver,3,invalid_code
exo,ChooseHints,gemver,4,invalid_code
exo,ChooseHints,gemver,5,invalid_code
exo,ChooseHints,gesummv,1,speedup_over
exo,ChooseHints,gesummv,2,invalid_code
exo,ChooseHints,gesummv,3,speedup_over
exo,ChooseHints,gesummv,4,speedup_over
exo,ChooseHints,gesummv,5,speedup_over
exo,ChooseHints,gramschmidt,1,invalid_code
exo,ChooseHints,gramschmidt,2,invalid_code
exo,ChooseHints,gramschmidt,3,invalid_code
exo,ChooseHints,gramschmidt,4,invalid_code
exo,ChooseHints,gramschmidt,5,invalid_code
exo,ChooseHints,heat-3d,1,invalid_code
exo,ChooseHints,heat-3d,2,invalid_code
exo,ChooseHints,heat-3d,3,speedup_over
exo,ChooseHints,heat-3d,4,speedup_over
exo,ChooseHints,heat-3d,5,invalid_code
exo,ChooseHints,jacobi-1d,1,slowdown
exo,ChooseHints,jacobi-1d,2,invalid_code
exo,ChooseHints,jacobi-1d,3,slowdown
exo,ChooseHints,jacobi-1d,4,slowdown
exo,ChooseHints,jacobi-1d,5,slowdown
exo,ChooseHints,jacobi-2d,1,speedup_over
exo,ChooseHints,jacobi-2d,2,speedup_over
exo,ChooseHints,jacobi-2d,3,invalid_code
exo,ChooseHints,jacobi-2d,4,speedup_over
exo,ChooseHints,jacobi-2d,5,invalid_code
exo,ChooseHints,lu,1,speedup_over
exo,ChooseHints,lu,2,speedup_over
exo,ChooseHints,lu,3,slowdown
exo,ChooseHints,lu,4,invalid_code
exo,ChooseHints,lu,5,invalid_code
exo,ChooseHints,ludcmp,1,slowdown
exo,ChooseHints,ludcmp,2,invalid_code
exo,ChooseHints,ludcmp,3,speedup_over
exo,ChooseHints,ludcmp,4,speedup_over
exo,ChooseHints,ludcmp,5,invalid_code
exo,ChooseHints,mvt,1,speedup_over
exo,ChooseHints,mvt,2,speedup_over
exo,ChooseHints,mvt,3,speedup_over
exo,ChooseHints,mvt,4,speedup_over
exo,ChooseHints,mvt,5,speedup_over
exo,ChooseHints,nussinov,1,slowdown
exo,ChooseHints,nussinov,2,speedup_over
exo,ChooseHints,nussinov,3,speedup_over
exo,ChooseHints,nussinov,4,speedup_over
exo,ChooseHints,nussinov,5,speedup_over
exo,ChooseHints,seidel-2d,1,slowdown
exo,ChooseHints,seidel-2d,2,invalid_code
exo,ChooseHints,seidel-2d,3,invalid_code
exo,ChooseHints,seidel-2d,4,invalid_code
exo,ChooseHints,seidel-2d,5,invalid_code
exo,ChooseHints,symm,1,invalid_code
exo,ChooseHints,symm,2,speedup_over
exo,ChooseHints,symm,3,speedup_over
exo,ChooseHints,symm,4,speedup_over
exo,ChooseHints,symm,5,invalid_code
exo,ChooseHints,syr2k,1,invalid_code
exo,ChooseHints,syr2k,2,speedup_over
exo,ChooseHints,syr2k,3,speedup_over
exo,ChooseHints,syr2k,4,speedup_over
exo,ChooseHints,syr2k,5,speedup_over
exo,ChooseHints,syrk,1,speedup_over
exo,ChooseHints,syrk,2,speedup_over
exo,ChooseHints,syrk,3,invalid_code
exo,ChooseHints,syrk,4,speedup_over
exo,ChooseHints,syrk,5,speedup_over
exo,ChooseHints,trisolv,1,speedup_under
exo,ChooseHints,trisolv,2,speedup_under
exo,ChooseHints,trisolv,3,speedup_under
exo,ChooseHints,trisolv,4,invalid_code
exo,ChooseHints,trisolv,5,speedup_under
exo,ChooseHints,trmm,1,invalid_code
exo,ChooseHints,trmm,2,speedup_over
exo,ChooseHints,trmm,3,invalid_code
exo,ChooseHints,trmm,4,speedup_over
exo,ChooseHints,trmm,5,invalid_code
exo,FromPlan,2mm,1,speedup_over
exo,FromPlan,2mm,2,invalid_code
exo,FromPlan,2mm,3,speedup_over
exo,FromPlan,2mm,4,invalid_code
exo,FromPlan,2mm,5,invalid_code
exo,FromPlan,3mm,1,invalid_code
exo,FromPlan,3mm,2,invalid_code
exo,FromPlan,3mm,3,speedup_over
exo,FromPlan,3mm,4,speedup_over
exo,FromPlan,3mm,5,speedup_over
exo,FromPlan,adi,1,invalid_code
exo,FromPlan,adi,2,speedup_over
exo,FromPlan,adi,3,invalid_code
exo,FromPlan,adi,4,speedup_over
exo,FromPlan,adi,5,invalid_code
exo,FromPlan,atax,1,slowdown
exo,FromPlan,atax,2,slowdown
exo,FromPlan,atax,3,invalid_code
exo,FromPlan,atax,4,slowdown
exo,FromPlan,atax,5,invalid_code
exo,FromPlan,bicg,1,invalid_code
exo,FromPlan,bicg,2,slowdown
exo,FromPlan,bicg,3,invalid_code
exo,FromPlan,bicg,4,invalid_code
exo,FromPlan,bicg,5,invalid_code
exo,FromPlan,cholesky,1,speedup_under
exo,FromPlan,cholesky,2,speedup_under
exo,FromPlan,cholesky,3,invalid_code
exo,FromPlan,cholesky,4,speedup_under
exo,FromPlan,cholesky,5,speedup_under
exo,FromPlan,correlation,1,invalid_code
exo,FromPlan,correlation,2,speedup_over
exo,FromPlan,correlation,3,speedup_over
exo,FromPlan,correlation,4,speedup_over
exo,FromPlan,correlation,5,invalid_code
exo,FromPlan,covariance,1,speedup_over
exo,FromPlan,covariance,2,invalid_code
exo,FromPlan,covariance,3,speedup_over
exo,FromPlan,covariance,4,speedup_over
exo,FromPlan,covariance,5,speedup_over
exo,FromPlan,deriche,1,invalid_code
exo,FromPlan,deriche,2,invalid_code
exo,FromPlan,deriche,3,speedup_under
exo,FromPlan,deriche,4,invalid_code
exo,FromPlan,deriche,5,invalid_code
exo,FromPlan,doitgen,1,invalid_code
exo,FromPlan,doitgen,2,speedup_over
exo,FromPlan,doitgen,3,invalid_code
exo,FromPlan,doitgen,4,speedup_over
exo,FromPlan,doitgen,5,speedup_over
exo,FromPlan,durbin,1,invalid_code
exo,FromPlan,durbin,2,slowdown
exo,FromPlan,durbin,3,invalid_code
exo,FromPlan,durbin,4,invalid_code
exo,FromPlan,durbin,5,slowdown
exo,FromPlan,fdtd-2d,1,invalid_code
exo,FromPlan,fdtd-2d,2,slowdown
exo,FromPlan,fdtd-2d,3,invalid_code
exo,FromPlan,fdtd-2d,4,slowdown
exo,FromPlan,fdtd-2d,5,invalid_code
exo,FromPlan,floyd-warshall,1,invalid_algorithm
exo,FromPlan,floyd-warshall,2,speedup_over
exo,FromPlan,floyd-warshall,3,speedup_over
exo,FromPlan,floyd-warshall,4,speedup_over
exo,FromPlan,floyd-warshall,5,speedup_over
exo,FromPlan,gemm,1,invalid_code
exo,FromPlan,gemm,2,speedup_over
exo,FromPlan,gemm,3,speedup_over
exo,FromPlan,gemm,4,speedup_over
exo,FromPlan,gemm,5,speedup_over
exo,FromPlan,gemver,1,speedup_over
exo,FromPlan,gemver,2,slowdown
exo,FromPlan,gemver,3,invalid_code
exo,FromPlan,gemver,4,invalid_code
exo,FromPlan,gemver,5,invalid_code
exo,FromPlan,gesummv,1,invalid_code
exo,FromPlan,gesummv,2,speedup_over
exo,FromPlan,gesummv,3,slowdown
exo,FromPlan,gesummv,4,invalid_code
exo,FromPlan,gesummv,5,speedup_over
exo,FromPlan,gramschmidt,1,invalid_code
exo,FromPlan,gramschmidt,2,invalid_code
exo,FromPlan,gramschmidt,3,invalid_code
exo,FromPlan,gramschmidt,4,invalid_code
exo,FromPlan,gramschmidt,5,invalid_code
exo,FromPlan,heat-3d,1,invalid_code
exo,FromPlan,heat-3d,2,invalid_code
exo,FromPlan,heat-3d,3,invalid_code
exo,FromPlan,heat-3d,4,invalid_code
exo,FromPlan,heat-3d,5,invalid_code
exo,FromPlan,jacobi-1d,1,slowdown
exo,FromPlan,jacobi-1d,2,invalid_code
exo,FromPlan,jacobi-1d,3,invalid_code
exo,FromPlan,jacobi-1d,4,slowdown
exo,FromPlan,jacobi-1d,5,invalid_code
exo,FromPlan,jacobi-2d,1,invalid_code
exo,FromPlan,jacobi-2d,2,invalid_code
exo,FromPlan,jacobi-2d,3,invalid_code
exo,FromPlan,jacobi-2d,4,invalid_code
exo,FromPlan,jacobi-2d,5,invalid_code
exo,FromPlan,lu,1,invalid_code
exo,FromPlan,lu,2,invalid_code
exo,FromPlan,lu,3,speedup_under
exo,FromPlan,lu,4,invalid_code
exo,FromPlan,lu,5,invalid_code
exo,FromPlan,ludcmp,1,invalid_code
exo,FromPlan,ludcmp,2,invalid_code
exo,FromPlan,ludcmp,3,slowdown
exo,FromPlan,ludcmp,4,invalid_code
exo,FromPlan,ludcmp,5,invalid_code
exo,FromPlan,mvt,1,invalid_code
exo,FromPlan,mvt,2,speedup_over
exo,FromPlan,mvt,3,slowdown
exo,FromPlan,mvt,4,slowdown
exo,FromPlan,mvt,5,invalid_code
exo,FromPlan,nussinov,1,speedup_over
exo,FromPlan,nussinov,2,invalid_code
exo,FromPlan,nussinov,3,invalid_code
exo,FromPlan,nussinov,4,slowdown
exo,FromPlan,nussinov,5,invalid_code
exo,FromPlan,seidel-2d,1,invalid_code
exo,FromPlan,seidel-2d,2,slowdown
exo,FromPlan,seidel-2d,3,slowdown
exo,FromPlan,seidel-2d,4,invalid_code
exo,FromPlan,seidel-2d,5,invalid_code
exo,FromPlan,symm,1,speedup_over
exo,FromPlan,symm,2,invalid_code
exo,FromPlan,symm,3,invalid_code
exo,FromPlan,symm,4,slowdown
exo,FromPlan,symm,5,invalid_code
exo,FromPlan,syr2k,1,speedup_over
exo,FromPlan,syr2k,2,speedup_over
exo,FromPlan,syr2k,3,speedup_over
exo,FromPlan,syr2k,4,invalid_code
exo,FromPlan,syr2k,5,speedup_over
exo,FromPlan,syrk,1,invalid_code
exo,FromPlan,syrk,2,speedup_over
exo,FromPlan,syrk,3,invalid_code
exo,FromPlan,syrk,4,invalid_code
exo,FromPlan,syrk,5,invalid_code
exo,FromPlan,trisolv,1,invalid_code
exo,FromPlan,trisolv,2,invalid_code
exo,FromPlan,trisolv,3,speedup_under
exo,FromPlan,trisolv,4,speedup_under
exo,FromPlan,trisolv,5,speedup_under
exo,FromPlan,trmm,1,speedup_over
exo,FromPlan,trmm,2,invalid_code
exo,FromPlan,trmm,3,invalid_code
exo,FromPlan,trmm,4,speedup_over
exo,FromPlan,trmm,5,invalid_code
exo,Naive,2mm,1,speedup_over
exo,Naive,2mm,2,speedup_over
exo,Naive,2mm,3,invalid_code
exo,Naive,2mm,4,invalid_code
exo,Naive,2mm,5,speedup_over
exo,Naive,3mm,1,speedup_over
exo,Naive,3mm,2,speedup_over
exo,Naive,3mm,3,speedup_over
exo,Naive,3mm,4,speedup_over
exo,Naive,3mm,5,speedup_over
exo,Naive,adi,1,speedup_over
exo,Naive,adi,2,speedup_over
exo,Naive,adi,3,invalid_code
exo,Naive,adi,4,speedup_over
exo,Naive,adi,5,invalid_code
exo,Naive,atax,1,invalid_code
exo,Naive,atax,2,invalid_code
exo,Naive,atax,3,invalid_code
exo,Naive,atax,4,slowdown
exo,Naive,atax,5,invalid_code
exo,Naive,bicg,1,slowdown
exo,Naive,bicg,2,slowdown
exo,Naive,bicg,3,slowdown
exo,Naive,bicg,4,slowdown
exo,Naive,bicg,5,slowdown
exo,Naive,cholesky,1,slowdown
exo,Naive,cholesky,2,invalid_code
exo,Naive,cholesky,3,speedup_under
exo,Naive,cholesky,4,speedup_under
exo,Naive,cholesky,5,slowdown
exo,Naive,correlation,1,invalid_code
exo,Naive,correlation,2,speedup_over
exo,Naive,correlation,3,speedup_over
exo,Naive,correlation,4,invalid_code
exo,Naive,correlation,5,speedup_over
exo,Naive,covariance,1,speedup_over
exo,Naive,covariance,2,slowdown
exo,Naive,covariance,3,speedup_over
exo,Naive,covariance,4,invalid_code
exo,Naive,covariance,5,speedup_over
exo,Naive,deriche,1,invalid_code
exo,Naive,deriche,2,invalid_code
exo,Naive,deriche,3,invalid_code
exo,Naive,deriche,4,invalid_code
exo,Naive,deriche,5,speedup_over
exo,Naive,doitgen,1,invalid_code
exo,Naive,doitgen,2,speedup_over
exo,Naive,doitgen,3,speedup_over
exo,Naive,doitgen,4,slowdown
exo,Naive,doitgen,5,speedup_over
exo,Naive,durbin,1,invalid_code
exo,Naive,durbin,2,invalid_code
exo,Naive,durbin,3,slowdown
exo,Naive,durbin,4,slowdown
exo,Naive,durbin,5,invalid_code
exo,Naive,fdtd-2d,1,speedup_over
exo,Naive,fdtd-2d,2,speedup_over
exo,Naive,fdtd-2d,3,speedup_under
exo,Naive,fdtd-2d,4,invalid_code
exo,Naive,fdtd-2d,5,invalid_code
exo,Naive,floyd-warshall,1,speedup_under
exo,Naive,floyd-warshall,2,invalid_code
exo,Naive,floyd-warshall,3,speedup_over
exo,Naive,floyd-warshall,4,invalid_code
exo,Naive,floyd-warshall,5,speedup_over
exo,Naive,gemm,1,invalid_code
exo,Naive,gemm,2,speedup_over
exo,Naive,gemm,3,slowdown
exo,Naive,gemm,4,speedup_over
exo,Naive,gemm,5,invalid_code
exo,Naive,gemver,1,invalid_code
exo,Naive,gemver,2,invalid_code
exo,Naive,gemver,3,invalid_code
exo,Naive,gemver,4,invalid_code
exo,Naive,gemver,5,speedup_over
exo,Naive,gesummv,1,speedup_over
exo,Naive,gesummv,2,speedup_over
exo,Naive,gesummv,3,speedup_over
exo,Naive,gesummv,4,speedup_over
exo,Naive,gesummv,5,slowdown
exo,Naive,gramschmidt,1,invalid_code
exo,Naive,gramschmidt,2,invalid_code
exo,Naive,gramschmidt,3,invalid_code
exo,Naive,gramschmidt,4,invalid_code
exo,Naive,gramschmidt,5,invalid_code
exo,Naive,heat-3d,1,invalid_code
exo,Naive,heat-3d,2,speedup_over
exo,Naive,heat-3d,3,speedup_over
exo,Naive,heat-3d,4,speedup_over
exo,Naive,heat-3d,5,invalid_code
exo,Naive,jacobi-1d,1,slowdown
exo,Naive,jacobi-1d,2,slowdown
exo,Naive,jacobi-1d,3,invalid_code
exo,Naive,jacobi-1d,4,invalid_code
exo,Naive,jacobi-1d,5,slowdown
exo,Naive,jacobi-2d,1,invalid_code
exo,Naive,jacobi-2d,2,invalid_code
exo,Naive,jacobi-2d,3,speedup_over
exo,Naive,jacobi-2d,4,invalid_code
exo,Naive,jacobi-2d,5,invalid_code
exo,Naive,lu,1,speedup_over
exo,Naive,lu,2,speedup_over
exo,Naive,lu,3,speedup_over
exo,Naive,lu,4,speedup_over
exo,Naive,lu,5,speedup_over
exo,Naive,ludcmp,1,speedup_over
exo,Naive,ludcmp,2,slowdown
exo,Naive,ludcmp,3,speedup_over
exo,Naive,ludcmp,4,invalid_code
exo,Naive,ludcmp,5,slowdown
exo,Naive,mvt,1,invalid_code
exo,Naive,mvt,2,speedup_over
exo,Naive,mvt,3,speedup_over
exo,Naive,mvt,4,speedup_over
exo,Naive,mvt,5,invalid_code
exo,Naive,nussinov,1,slowdown
exo,Naive,nussinov,2,slowdown
exo,Naive,nussinov,3,invalid_code
exo,Naive,nussinov,4,invalid_code
exo,Naive,nussinov,5,invalid_code
exo,Naive,seidel-2d,1,invalid_code
exo,Naive,seidel-2d,2,invalid_code
exo,Naive,seidel-2d,3,slowdown
exo,Naive,seidel-2d,4,invalid_code
exo,Naive,seidel-2d,5,invalid_code
exo,Naive,symm,1,speedup_over
exo,Naive,symm,2,speedup_over
exo,Naive,symm,3,invalid_code
exo,Naive,symm,4,speedup_over
exo,Naive,symm,5,speedup_over
exo,Naive,syr2k,1,speedup_over
exo,Naive,syr2k,2,speedup_over
exo,Naive,syr2k,3,speedup_over
exo,Naive,syr2k,4,speedup_over
exo,Naive,syr2k,5,speedup_over
exo,Naive,syrk,1,speedup_over
exo,Naive,syrk,2,speedup_over
exo,Naive,syrk,3,invalid_code
exo,Naive,syrk,4,speedup_over
exo,Naive,syrk,5,speedup_over
exo,Naive,trisolv,1,speedup_under
exo,Naive,trisolv,2,invalid_code
exo,Naive,trisolv,3,speedup_under
exo,Naive,trisolv,4,speedup_under
exo,Naive,trisolv,5,speedup_under
exo,Naive,trmm,1,invalid_code
exo,Naive,trmm,2,speedup_over
exo,Naive,trmm,3,speedup_over
exo,Naive,trmm,4,slowdown
exo,Naive,trmm,5,speedup_over
exo,standard,2mm,1,slowdown
exo,standard,2mm,2,slowdown
exo,standard,2mm,3,slowdown
exo,standard,2mm,4,slowdown
exo,standard,2mm,5,slowdown
exo,standard,3mm,1,slowdown
exo,standard,3mm,2,slowdown
exo,standard,3mm,3,slowdown
exo,standard,3mm,4,slowdown
exo,standard,3mm,5,slowdown
exo,standard,adi,1,invalid_code
exo,standard,adi,2,speedup_under
exo,standard,adi,3,speedup_under
exo,standard,adi,4,speedup_under
exo,standard,adi,5,invalid_code
exo,standard,atax,1,slowdown
exo,standard,atax,2,slowdown
exo,standard,atax,3,slowdown
exo,standard,atax,4,slowdown
exo,standard,atax,5,slowdown
exo,standard,bicg,1,slowdown
exo,standard,bicg,2,slowdown
exo,standard,bicg,3,slowdown
exo,standard,bicg,4,slowdown
