framework,version,algorithm,category,share_pct,repetitions
c,Naive,ludcmp,speedup_under,20.0,5
c,Naive,mvt,invalid_algorithm,0.0,5
c,Naive,mvt,invalid_code,0.0,5
c,Naive,mvt,slowdown,0.0,5
c,Naive,mvt,speedup_over,100.0,5
c,Naive,mvt,speedup_under,0.0,5
c,Naive,nussinov,invalid_algorithm,0.0,5
c,Naive,nussinov,invalid_code,20.0,5
c,Naive,nussinov,slowdown,0.0,5
c,Naive,nussinov,speedup_over,80.0,5
c,Naive,nussinov,speedup_under,0.0,5
c,Naive,seidel-2d,invalid_algorithm,0.0,5
c,Naive,seidel-2d,invalid_code,20.0,5
c,Naive,seidel-2d,slowdown,40.0,5
c,Naive,seidel-2d,speedup_over,40.0,5
c,Naive,seidel-2d,speedup_under,0.0,5
c,Naive,symm,invalid_algorithm,0.0,5
c,Naive,symm,invalid_code,0.0,5
c,Naive,symm,slowdown,20.0,5
c,Naive,symm,speedup_over,80.0,5
c,Naive,symm,speedup_under,0.0,5
c,Naive,syr2k,invalid_algorithm,0.0,5
c,Naive,syr2k,invalid_code,0.0,5
c,Naive,syr2k,slowdown,0.0,5
c,Naive,syr2k,speedup_over,80.0,5
c,Naive,syr2k,speedup_under,20.0,5
c,Naive,syrk,invalid_algorithm,0.0,5
c,Naive,syrk,invalid_code,0.0,5
c,Naive,syrk,slowdown,80.0,5
c,Naive,syrk,speedup_over,20.0,5
c,Naive,syrk,speedup_under,0.0,5
c,Naive,trisolv,invalid_algorithm,0.0,5
c,Naive,trisolv,invalid_code,20.0,5
c,Naive,trisolv,slowdown,40.0,5
c,Naive,trisolv,speedup_over,20.0,5
c,Naive,trisolv,speedup_under,20.0,5
c,Naive,trmm,invalid_algorithm,0.0,5
c,Naive,trmm,invalid_code,0.0,5
c,Naive,trmm,slowdown,0.0,5
c,Naive,trmm,speedup_over,100.0,5
c,Naive,trmm,speedup_under,0.0,5
exo,AllHints,2mm,invalid_algorithm,0.0,5
exo,AllHints,2mm,invalid_code,20.0,5
exo,AllHints,2mm,slowdown,0.0,5
exo,AllHints,2mm,speedup_over,80.0,5
exo,AllHints,2mm,speedup_under,0.0,5
exo,AllHints,3mm,invalid_algorithm,0.0,5
exo,AllHints,3mm,invalid_code,60.0,5
exo,AllHints,3mm,slowdown,0.0,5
exo,AllHints,3mm,speedup_over,40.0,5
exo,AllHints,3mm,speedup_under,0.0,5
exo,AllHints,adi,invalid_algorithm,20.0,5
exo,AllHints,adi,invalid_code,0.0,5
exo,AllHints,adi,slowdown,0.0,5
exo,AllHints,adi,speedup_over,80.0,5
exo,AllHints,adi,speedup_under,0.0,5
exo,AllHints,atax,invalid_algorithm,0.0,5
exo,AllHints,atax,invalid_code,40.0,5
exo,AllHints,atax,slowdown,60.0,5
exo,AllHints,atax,speedup_over,0.0,5
exo,AllHints,atax,speedup_under,0.0,5
exo,AllHints,bicg,invalid_algorithm,0.0,5
exo,AllHints,bicg,invalid_code,20.0,5
exo,AllHints,bicg,slowdown,20.0,5
exo,AllHints,bicg,speedup_over,20.0,5
exo,AllHints,bicg,speedup_under,40.0,5
exo,AllHints,cholesky,invalid_algorithm,0.0,5
exo,AllHints,cholesky,invalid_code,20.0,5
exo,AllHints,cholesky,slowdown,40.0,5
exo,AllHints,cholesky,speedup_over,0.0,5
exo,AllHints,cholesky,speedup_under,40.0,5
exo,AllHints,correlation,invalid_algorithm,0.0,5
exo,AllHints,correlation,invalid_code,0.0,5
exo,AllHints,correlation,slowdown,0.0,5
exo,AllHints,correlation,speedup_over,100.0,5
exo,AllHints,correlation,speedup_under,0.0,5
exo,AllHints,covariance,invalid_algorithm,0.0,5
exo,AllHints,covariance,invalid_code,60.0,5
exo,AllHints,covariance,slowdown,20.0,5
exo,AllHints,covariance,speedup_over,20.0,5
exo,AllHints,covariance,speedup_under,0.0,5
exo,AllHints,deriche,invalid_algorithm,0.0,5
exo,AllHints,deriche,invalid_code,60.0,5
exo,AllHints,deriche,slowdown,20.0,5
exo,AllHints,deriche,speedup_over,20.0,5
exo,AllHints,deriche,speedup_under,0.0,5
exo,AllHints,doitgen,invalid_algorithm,0.0,5
exo,AllHints,doitgen,invalid_code,0.0,5
exo,AllHints,doitgen,slowdown,20.0,5
exo,AllHints,doitgen,speedup_over,80.0,5
exo,AllHints,doitgen,speedup_under,0.0,5
exo,AllHints,durbin,invalid_algorithm,20.0,5
exo,AllHints,durbin,invalid_code,20.0,5
exo,AllHints,durbin,slowdown,40.0,5
exo,AllHints,durbin,speedup_over,0.0,5
exo,AllHints,durbin,speedup_under,20.0,5
exo,AllHints,fdtd-2d,invalid_algorithm,0.0,5
exo,AllHints,fdtd-2d,invalid_code,40.0,5
exo,AllHints,fdtd-2d,slowdown,60.0,5
exo,AllHints,fdtd-2d,speedup_over,0.0,5
exo,AllHints,fdtd-2d,speedup_under,0.0,5
exo,AllHints,floyd-warshall,invalid_algorithm,0.0,5
exo,AllHints,floyd-warshall,invalid_code,0.0,5
exo,AllHints,floyd-warshall,slowdown,0.0,5
exo,AllHints,floyd-warshall,speedup_over,100.0,5
exo,AllHints,floyd-warshall,speedup_under,0.0,5
exo,AllHints,gemm,invalid_algorithm,0.0,5
exo,AllHints,gemm,invalid_code,20.0,5
exo,AllHints,gemm,slowdown,0.0,5
exo,AllHints,gemm,speedup_over,80.0,5
exo,AllHints,gemm,speedup_under,0.0,5
exo,AllHints,gemver,invalid_algorithm,0.0,5
exo,AllHints,gemver,invalid_code,0.0,5
exo,AllHints,gemver,slowdown,20.0,5
exo,AllHints,gemver,speedup_over,20.0,5
exo,AllHints,gemver,speedup_under,60.0,5
exo,AllHints,gesummv,invalid_algorithm,0.0,5
exo,AllHints,gesummv,invalid_code,20.0,5
exo,AllHints,gesummv,slowdown,0.0,5
exo,AllHints,gesummv,speedup_over,80.0,5
exo,AllHints,gesummv,speedup_under,0.0,5
exo,AllHints,gramschmidt,invalid_algorithm,80.0,5
exo,AllHints,gramschmidt,invalid_code,20.0,5
exo,AllHints,gramschmidt,slowdown,0.0,5
exo,AllHints,gramschmidt,speedup_over,0.0,5
exo,AllHints,gramschmidt,speedup_under,0.0,5
exo,AllHints,heat-3d,invalid_algorithm,0.0,5
exo,AllHints,heat-3d,invalid_code,60.0,5
exo,AllHints,heat-3d,slowdown,40.0,5
exo,AllHints,heat-3d,speedup_over,0.0,5
exo,AllHints,heat-3d,speedup_under,0.0,5
exo,AllHints,jacobi-1d,invalid_algorithm,0.0,5
exo,AllHints,jacobi-1d,invalid_code,0.0,5
exo,AllHints,jacobi-1d,slowdown,100.0,5
exo,AllHints,jacobi-1d,speedup_over,0.0,5
exo,AllHints,jacobi-1d,speedup_under,0.0,5
exo,AllHints,jacobi-2d,invalid_algorithm,0.0,5
exo,AllHints,jacobi-2d,invalid_code,60.0,5
exo,AllHints,jacobi-2d,slowdown,40.0,5
exo,AllHints,jacobi-2d,speedup_over,0.0,5
exo,AllHints,jacobi-2d,speedup_under,0.0,5
exo,AllHints,lu,invalid_algorithm,0.0,5
exo,AllHints,lu,invalid_code,0.0,5
exo,AllHints,lu,slowdown,100.0,5
exo,AllHints,lu,speedup_over,0.0,5
exo,AllHints,lu,speedup_under,0.0,5
exo,AllHints,ludcmp,invalid_algorithm,0.0,5
exo,AllHints,ludcmp,invalid_code,60.0,5
exo,AllHints,ludcmp,slowdown,40.0,5
exo,AllHints,ludcmp,speedup_over,0.0,5
exo,AllHints,ludcmp,speedup_under,0.0,5
exo,AllHints,mvt,invalid_algorithm,0.0,5
exo,AllHints,mvt,invalid_code,0.0,5
exo,AllHints,mvt,slowdown,0.0,5
exo,AllHints,mvt,speedup_over,100.0,5
exo,AllHints,mvt,speedup_under,0.0,5
exo,AllHints,nussinov,invalid_algorithm,0.0,5
exo,AllHints,nussinov,invalid_code,40.0,5
exo,AllHints,nussinov,slowdown,0.0,5
exo,AllHints,nussinov,speedup_over,60.0,5
exo,AllHints,nussinov,speedup_under,0.0,5
exo,AllHints,seidel-2d,invalid_algorithm,20.0,5
exo,AllHints,seidel-2d,invalid_code,60.0,5
exo,AllHints,seidel-2d,slowdown,20.0,5
exo,AllHints,seidel-2d,speedup_over,0.0,5
exo,AllHints,seidel-2d,speedup_under,0.0,5
exo,AllHints,symm,invalid_algorithm,0.0,5
exo,AllHints,symm,invalid_code,60.0,5
exo,AllHints,symm,slowdown,0.0,5
exo,AllHints,symm,speedup_over,40.0,5
exo,AllHints,symm,speedup_under,0.0,5
exo,AllHints,syr2k,invalid_algorithm,0.0,5
exo,AllHints,syr2k,invalid_code,0.0,5
exo,AllHints,syr2k,slowdown,0.0,5
exo,AllHints,syr2k,speedup_over,100.0,5
exo,AllHints,syr2k,speedup_under,0.0,5
exo,AllHints,syrk,invalid_algorithm,0.0,5
exo,AllHints,syrk,invalid_code,20.0,5
exo,AllHints,syrk,slowdown,0.0,5
exo,AllHints,syrk,speedup_over,80.0,5
exo,AllHints,syrk,speedup_under,0.0,5
exo,AllHints,trisolv,invalid_algorithm,0.0,5
exo,AllHints,trisolv,invalid_code,0.0,5
exo,AllHints,trisolv,slowdown,100.0,5
exo,AllHints,trisolv,speedup_over,0.0,5
exo,AllHints,trisolv,speedup_under,0.0,5
exo,AllHints,trmm,invalid_algorithm,0.0,5
exo,AllHints,trmm,invalid_code,20.0,5
exo,AllHints,trmm,slowdown,40.0,5
exo,AllHints,trmm,speedup_over,20.0,5
exo,AllHints,trmm,speedup_under,20.0,5
exo,ChooseHints,2mm,invalid_algorithm,0.0,5
exo,ChooseHints,2mm,invalid_code,0.0,5
exo,ChooseHints,2mm,slowdown,0.0,5
exo,ChooseHints,2mm,speedup_over,100.0,5
exo,ChooseHints,2mm,speedup_under,0.0,5
exo,ChooseHints,3mm,invalid_algorithm,0.0,5
exo,ChooseHints,3mm,invalid_code,20.0,5
exo,ChooseHints,3mm,slowdown,0.0,5
exo,ChooseHints,3mm,speedup_over,80.0,5
exo,ChooseHints,3mm,speedup_under,0.0,5
exo,ChooseHints,adi,invalid_algorithm,20.0,5
exo,ChooseHints,adi,invalid_code,0.0,5
exo,ChooseHints,adi,slowdown,0.0,5
exo,ChooseHints,adi,speedup_over,80.0,5
exo,ChooseHints,adi,speedup_under,0.0,5
exo,ChooseHints,atax,invalid_algorithm,0.0,5
exo,ChooseHints,atax,invalid_code,0.0,5
exo,ChooseHints,atax,slowdown,100.0,5
exo,ChooseHints,atax,speedup_over,0.0,5
exo,ChooseHints,atax,speedup_under,0.0,5
exo,ChooseHints,bicg,invalid_algorithm,0.0,5
exo,ChooseHints,bicg,invalid_code,20.0,5
exo,ChooseHints,bicg,slowdown,40.0,5
exo,ChooseHints,bicg,speedup_over,40.0,5
exo,ChooseHints,bicg,speedup_under,0.0,5
exo,ChooseHints,cholesky,invalid_algorithm,0.0,5
exo,ChooseHints,cholesky,invalid_code,20.0,5
exo,ChooseHints,cholesky,slowdown,20.0,5
exo,ChooseHints,cholesky,speedup_over,0.0,5
exo,ChooseHints,cholesky,speedup_under,60.0,5
exo,ChooseHints,correlation,invalid_algorithm,0.0,5
exo,ChooseHints,correlation,invalid_code,0.0,5
exo,ChooseHints,correlation,slowdown,0.0,5
exo,ChooseHints,correlation,speedup_over,100.0,5
exo,ChooseHints,correlation,speedup_under,0.0,5
exo,ChooseHints,covariance,invalid_algorithm,0.0,5
exo,ChooseHints,covariance,invalid_code,20.0,5
exo,ChooseHints,covariance,slowdown,0.0,5
exo,ChooseHints,covariance,speedup_over,80.0,5
exo,ChooseHints,covariance,speedup_under,0.0,5
exo,ChooseHints,deriche,invalid_algorithm,0.0,5
exo,ChooseHints,deriche,invalid_code,80.0,5
exo,ChooseHints,deriche,slowdown,0.0,5
exo,ChooseHints,deriche,speedup_over,20.0,5
exo,ChooseHints,deriche,speedup_under,0.0,5
exo,ChooseHints,doitgen,invalid_algorithm,0.0,5
exo,ChooseHints,doitgen,invalid_code,20.0,5
exo,ChooseHints,doitgen,slowdown,0.0,5
exo,ChooseHints,doitgen,speedup_over,80.0,5
exo,ChooseHints,doitgen,speedup_under,0.0,5
exo,ChooseHints,durbin,invalid_algorithm,0.0,5
exo,ChooseHints,durbin,invalid_code,20.0,5
exo,ChooseHints,durbin,slowdown,80.0,5
exo,ChooseHints,durbin,speedup_over,0.0,5
exo,ChooseHints,durbin,speedup_under,0.0,5
exo,ChooseHints,fdtd-2d,invalid_algorithm,0.0,5
exo,ChooseHints,fdtd-2d,invalid_code,80.0,5
exo,ChooseHints,fdtd-2d,slowdown,20.0,5
exo,ChooseHints,fdtd-2d,speedup_over,0.0,5
exo,ChooseHints,fdtd-2d,speedup_under,0.0,5
exo,ChooseHints,floyd-warshall,invalid_algorithm,0.0,5
exo,ChooseHints,floyd-warshall,invalid_code,60.0,5
exo,ChooseHints,floyd-warshall,slowdown,0.0,5
exo,ChooseHints,floyd-warshall,speedup_over,40.0,5
exo,ChooseHints,floyd-warshall,speedup_under,0.0,5
exo,ChooseHints,gemm,invalid_algorithm,0.0,5
exo,ChooseHints,gemm,invalid_code,40.0,5
exo,ChooseHints,gemm,slowdown,0.0,5
exo,ChooseHints,gemm,speedup_over,60.0,5
exo,ChooseHints,gemm,speedup_under,0.0,5
exo,ChooseHints,gemver,invalid_algorithm,0.0,5
exo,ChooseHints,gemver,invalid_code,60.0,5
exo,ChooseHints,gemver,slowdown,0.0,5
exo,ChooseHints,gemver,speedup_over,20.0,5
exo,ChooseHints,gemver,speedup_under,20.0,5
exo,ChooseHints,gesummv,invalid_algorithm,0.0,5
exo,ChooseHints,gesummv,invalid_code,20.0,5
exo,ChooseHints,gesummv,slowdown,0.0,5
exo,ChooseHints,gesummv,speedup_over,80.0,5
exo,ChooseHints,gesummv,speedup_under,0.0,5
exo,ChooseHints,gramschmidt,invalid_algorithm,80.0,5
exo,ChooseHints,gramschmidt,invalid_code,20.0,5
exo,ChooseHints,gramschmidt,slowdown,0.0,5
exo,ChooseHints,gramschmidt,speedup_over,0.0,5
exo,ChooseHints,gramschmidt,speedup_under,0.0,5
exo,ChooseHints,heat-3d,invalid_algorithm,0.0,5
exo,ChooseHints,heat-3d,invalid_code,60.0,5
exo,ChooseHints,heat-3d,slowdown,40.0,5
exo,ChooseHints,heat-3d,speedup_over,0.0,5
exo,ChooseHints,heat-3d,speedup_under,0.0,5
exo,ChooseHints,jacobi-1d,invalid_algorithm,0.0,5
exo,ChooseHints,jacobi-1d,invalid_code,20.0,5
exo,ChooseHints,jacobi-1d,slowdown,80.0,5
exo,ChooseHints,jacobi-1d,speedup_over,0.0,5
exo,ChooseHints,jacobi-1d,speedup_under,0.0,5
exo,ChooseHints,jacobi-2d,invalid_algorithm,0.0,5
exo,ChooseHints,jacobi-2d,invalid_code,40.0,5
exo,ChooseHints,jacobi-2d,slowdown,60.0,5
exo,ChooseHints,jacobi-2d,speedup_over,0.0,5
exo,ChooseHints,jacobi-2d,speedup_under,0.0,5
exo,ChooseHints,lu,invalid_algorithm,0.0,5
exo,ChooseHints,lu,invalid_code,40.0,5
exo,ChooseHints,lu,slowdown,20.0,5
exo,ChooseHints,lu,speedup_over,20.0,5
exo,ChooseHints,lu,speedup_under,20.0,5
exo,ChooseHints,ludcmp,invalid_algorithm,0.0,5
exo,ChooseHints,ludcmp,invalid_code,40.0,5
exo,ChooseHints,ludcmp,slowdown,40.0,5
exo,ChooseHints,ludcmp,speedup_over,20.0,5
exo,ChooseHints,ludcmp,speedup_under,0.0,5
exo,ChooseHints,mvt,invalid_algorithm,0.0,5
exo,ChooseHints,mvt,invalid_code,0.0,5
exo,ChooseHints,mvt,slowdown,20.0,5
exo,ChooseHints,mvt,speedup_over,60.0,5
exo,ChooseHints,mvt,speedup_under,20.0,5
exo,ChooseHints,nussinov,invalid_algorithm,0.0,5
exo,ChooseHints,nussinov,invalid_code,0.0,5
exo,ChooseHints,nussinov,slowdown,0.0,5
exo,ChooseHints,nussinov,speedup_over,80.0,5
exo,ChooseHints,nussinov,speedup_under,20.0,5
exo,ChooseHints,seidel-2d,invalid_algorithm,0.0,5
exo,ChooseHints,seidel-2d,invalid_code,80.0,5
exo,ChooseHints,seidel-2d,slowdown,20.0,5
exo,ChooseHints,seidel-2d,speedup_over,0.0,5
exo,ChooseHints,seidel-2d,speedup_under,0.0,5
exo,ChooseHints,symm,invalid_algorithm,0.0,5
exo,ChooseHints,symm,invalid_code,40.0,5
exo,ChooseHints,symm,slowdown,40.0,5
exo,ChooseHints,symm,speedup_over,20.0,5
exo,ChooseHints,symm,speedup_under,0.0,5
exo,ChooseHints,syr2k,invalid_algorithm,0.0,5
exo,ChooseHints,syr2k,invalid_code,20.0,5
exo,ChooseHints,syr2k,slowdown,0.0,5
exo,ChooseHints,syr2k,speedup_over,80.0,5
exo,ChooseHints,syr2k,speedup_under,0.0,5
exo,ChooseHints,syrk,invalid_algorithm,0.0,5
exo,ChooseHints,syrk,invalid_code,20.0,5
exo,ChooseHints,syrk,slowdown,0.0,5
exo,ChooseHints,syrk,speedup_over,80.0,5
exo,ChooseHints,syrk,speedup_under,0.0,5
exo,ChooseHints,trisolv,invalid_algorithm,0.0,5
exo,ChooseHints,trisolv,invalid_code,20.0,5
exo,ChooseHints,trisolv,slowdown,60.0,5
exo,ChooseHints,trisolv,speedup_over,0.0,5
exo,ChooseHints,trisolv,speedup_under,20.0,5
exo,ChooseHints,trmm,invalid_algorithm,0.0,5
exo,ChooseHints,trmm,invalid_code,60.0,5
exo,ChooseHints,trmm,slowdown,0.0,5
exo,ChooseHints,trmm,speedup_over,40.0,5
exo,ChooseHints,trmm,speedup_under,0.0,5
exo,FromPlan,2mm,invalid_algorithm,0.0,5
exo,FromPlan,2mm,invalid_code,60.0,5
exo,FromPlan,2mm,slowdown,0.0,5
exo,FromPlan,2mm,speedup_over,40.0,5
exo,FromPlan,2mm,speedup_under,0.0,5
exo,FromPlan,3mm,invalid_algorithm,0.0,5
exo,FromPlan,3mm,invalid_code,40.0,5
exo,FromPlan,3mm,slowdown,0.0,5
exo,FromPlan,3mm,speedup_over,60.0,5
exo,FromPlan,3mm,speedup_under,0.0,5
exo,FromPlan,adi,invalid_algorithm,0.0,5
exo,FromPlan,adi,invalid_code,60.0,5
exo,FromPlan,adi,slowdown,0.0,5
exo,FromPlan,adi,speedup_over,20.0,5
exo,FromPlan,adi,speedup_under,20.0,5
exo,FromPlan,atax,invalid_algorithm,0.0,5
exo,FromPlan,atax,invalid_code,40.0,5
exo,FromPlan,atax,slowdown,60.0,5
exo,FromPlan,atax,speedup_over,0.0,5
exo,FromPlan,atax,speedup_under,0.0,5
exo,FromPlan,bicg,invalid_algorithm,0.0,5
exo,FromPlan,bicg,invalid_code,80.0,5
exo,FromPlan,bicg,slowdown,0.0,5
exo,FromPlan,bicg,speedup_over,0.0,5
exo,FromPlan,bicg,speedup_under,20.0,5
exo,FromPlan,cholesky,invalid_algorithm,0.0,5
exo,FromPlan,cholesky,invalid_code,20.0,5
exo,FromPlan,cholesky,slowdown,0.0,5
exo,FromPlan,cholesky,speedup_over,0.0,5
exo,FromPlan,cholesky,speedup_under,80.0,5
exo,FromPlan,correlation,invalid_algorithm,0.0,5
exo,FromPlan,correlation,invalid_code,40.0,5
exo,FromPlan,correlation,slowdown,0.0,5
exo,FromPlan,correlation,speedup_over,60.0,5
exo,FromPlan,correlation,speedup_under,0.0,5
exo,FromPlan,covariance,invalid_algorithm,0.0,5
exo,FromPlan,covariance,invalid_code,20.0,5
exo,FromPlan,covariance,slowdown,0.0,5
exo,FromPlan,covariance,speedup_over,80.0,5
exo,FromPlan,covariance,speedup_under,0.0,5
exo,FromPlan,deriche,invalid_algorithm,0.0,5
exo,FromPlan,deriche,invalid_code,80.0,5
exo,FromPlan,deriche,slowdown,0.0,5
exo,FromPlan,deriche,speedup_over,20.0,5
exo,FromPlan,deriche,speedup_under,0.0,5
exo,FromPlan,doitgen,invalid_algorithm,0.0,5
exo,FromPlan,doitgen,invalid_code,40.0,5
exo,FromPlan,doitgen,slowdown,0.0,5
exo,FromPlan,doitgen,speedup_over,60.0,5
exo,FromPlan,doitgen,speedup_under,0.0,5
exo,FromPlan,durbin,invalid_algorithm,0.0,5
exo,FromPlan,durbin,invalid_code,60.0,5
exo,FromPlan,durbin,slowdown,40.0,5
exo,FromPlan,durbin,speedup_over,0.0,5
exo,FromPlan,durbin,speedup_under,0.0,5
exo,FromPlan,fdtd-2d,invalid_algorithm,0.0,5
exo,FromPlan,fdtd-2d,invalid_code,60.0,5
exo,FromPlan,fdtd-2d,slowdown,40.0,5
exo,FromPlan,fdtd-2d,speedup_over,0.0,5
exo,FromPlan,fdtd-2d,speedup_under,0.0,5
exo,FromPlan,floyd-warshall,invalid_algorithm,20.0,5
exo,FromPlan,floyd-warshall,invalid_code,0.0,5
exo,FromPlan,floyd-warshall,slowdown,40.0,5
exo,FromPlan,floyd-warshall,speedup_over,20.0,5
exo,FromPlan,floyd-warshall,speedup_under,20.0,5
exo,FromPlan,gemm,invalid_algorithm,0.0,5
exo,FromPlan,gemm,invalid_code,20.0,5
exo,FromPlan,gemm,slowdown,40.0,5
exo,FromPlan,gemm,speedup_over,40.0,5
exo,FromPlan,gemm,speedup_under,0.0,5
exo,FromPlan,gemver,invalid_algorithm,0.0,5
exo,FromPlan,gemver,invalid_code,60.0,5
exo,FromPlan,gemver,slowdown,40.0,5
exo,FromPlan,gemver,speedup_over,0.0,5
exo,FromPlan,gemver,speedup_under,0.0,5
exo,FromPlan,gesummv,invalid_algorithm,0.0,5
exo,FromPlan,gesummv,invalid_code,40.0,5
exo,FromPlan,gesummv,slowdown,0.0,5
exo,FromPlan,gesummv,speedup_over,60.0,5
exo,FromPlan,gesummv,speedup_under,0.0,5
exo,FromPlan,gramschmidt,invalid_algorithm,20.0,5
exo,FromPlan,gramschmidt,invalid_code,80.0,5
exo,FromPlan,gramschmidt,slowdown,0.0,5
exo,FromPlan,gramschmidt,speedup_over,0.0,5
exo,FromPlan,gramschmidt,speedup_under,0.0,5
exo,FromPlan,heat-3d,invalid_algorithm,0.0,5
exo,FromPlan,heat-3d,invalid_code,100.0,5
exo,FromPlan,heat-3d,slowdown,0.0,5
exo,FromPlan,heat-3d,speedup_over,0.0,5
exo,FromPlan,heat-3d,speedup_under,0.0,5
exo,FromPlan,jacobi-1d,invalid_algorithm,0.0,5
exo,FromPlan,jacobi-1d,invalid_code,60.0,5
exo,FromPlan,jacobi-1d,slowdown,40.0,5
exo,FromPlan,jacobi-1d,speedup_over,0.0,5
exo,FromPlan,jacobi-1d,speedup_under,0.0,5
exo,FromPlan,jacobi-2d,invalid_algorithm,0.0,5
exo,FromPlan,jacobi-2d,invalid_code,100.0,5
exo,FromPlan,jacobi-2d,slowdown,0.0,5
exo,FromPlan,jacobi-2d,speedup_over,0.0,5
exo,FromPlan,jacobi-2d,speedup_under,0.0,5
exo,FromPlan,lu,invalid_algorithm,0.0,5
exo,FromPlan,lu,invalid_code,80.0,5
exo,FromPlan,lu,slowdown,0.0,5
exo,FromPlan,lu,speedup_over,0.0,5
exo,FromPlan,lu,speedup_under,20.0,5
exo,FromPlan,ludcmp,invalid_algorithm,0.0,5
exo,FromPlan,ludcmp,invalid_code,80.0,5
exo,FromPlan,ludcmp,slowdown,20.0,5
exo,FromPlan,ludcmp,speedup_over,0.0,5
exo,FromPlan,ludcmp,speedup_under,0.0,5
exo,FromPlan,mvt,invalid_algorithm,0.0,5
exo,FromPlan,mvt,invalid_code,40.0,5
exo,FromPlan,mvt,slowdown,60.0,5
exo,FromPlan,mvt,speedup_over,0.0,5
exo,FromPlan,mvt,speedup_under,0.0,5
exo,FromPlan,nussinov,invalid_algorithm,0.0,5
exo,FromPlan,nussinov,invalid_code,60.0,5
exo,FromPlan,nussinov,slowdown,0.0,5
exo,FromPlan,nussinov,speedup_over,20.0,5
exo,FromPlan,nussinov,speedup_under,20.0,5
exo,FromPlan,seidel-2d,invalid_algorithm,0.0,5
exo,FromPlan,seidel-2d,invalid_code,60.0,5
exo,FromPlan,seidel-2d,slowdown,0.0,5
exo,FromPlan,seidel-2d,speedup_over,0.0,5
exo,FromPlan,seidel-2d,speedup_under,40.0,5
exo,FromPlan,symm,invalid_algorithm,0.0,5
exo,FromPlan,symm,invalid_code,60.0,5
exo,FromPlan,symm,slowdown,40.0,5
exo,FromPlan,symm,speedup_over,0.0,5
exo,FromPlan,symm,speedup_under,0.0,5
exo,FromPlan,syr2k,invalid_algorithm,0.0,5
exo,FromPlan,syr2k,invalid_code,20.0,5
exo,FromPlan,syr2k,slowdown,60.0,5
exo,FromPlan,syr2k,speedup_over,20.0,5
exo,FromPlan,syr2k,speedup_under,0.0,5
exo,FromPlan,syrk,invalid_algorithm,0.0,5
exo,FromPlan,syrk,invalid_code,80.0,5
exo,FromPlan,syrk,slowdown,0.0,5
exo,FromPlan,syrk,speedup_over,20.0,5
exo,FromPlan,syrk,speedup_under,0.0,5
exo,FromPlan,trisolv,invalid_algorithm,0.0,5
exo,FromPlan,trisolv,invalid_code,40.0,5
exo,FromPlan,trisolv,slowdown,60.0,5
exo,FromPlan,trisolv,speedup_over,0.0,5
exo,FromPlan,trisolv,speedup_under,0.0,5
exo,FromPlan,trmm,invalid_algorithm,0.0,5
exo,FromPlan,trmm,invalid_code,60.0,5
exo,FromPlan,trmm,slowdown,0.0,5
exo,FromPlan,trmm,speedup_over,40.0,5
exo,FromPlan,trmm,speedup_under,0.0,5
exo,Naive,2mm,invalid_algorithm,0.0,5
exo,Naive,2mm,invalid_code,40.0,5
exo,Naive,2mm,slowdown,0.0,5
exo,Naive,2mm,speedup_over,60.0,5
exo,Naive,2mm,speedup_under,0.0,5
exo,Naive,3mm,invalid_algorithm,0.0,5
exo,Naive,3mm,invalid_code,0.0,5
exo,Naive,3mm,slowdown,0.0,5
exo,Naive,3mm,speedup_over,80.0,5
exo,Naive,3mm,speedup_under,20.0,5
exo,Naive,adi,invalid_algorithm,0.0,5
exo,Naive,adi,invalid_code,40.0,5
exo,Naive,adi,slowdown,0.0,5
exo,Naive,adi,speedup_over,60.0,5
exo,Naive,adi,speedup_under,0.0,5
exo,Naive,atax,invalid_algorithm,0.0,5
exo,Naive,atax,invalid_code,80.0,5
exo,Naive,atax,slowdown,20.0,5
exo,Naive,atax,speedup_over,0.0,5
exo,Naive,atax,speedup_under,0.0,5
exo,Naive,bicg,invalid_algorithm,0.0,5
exo,Naive,bicg,invalid_code,0.0,5
exo,Naive,bicg,slowdown,80.0,5
exo,Naive,bicg,speedup_over,20.0,5
exo,Naive,bicg,speedup_under,0.0,5
exo,Naive,cholesky,invalid_algorithm,20.0,5
exo,Naive,cholesky,invalid_code,0.0,5
exo,Naive,cholesky,slowdown,40.0,5
exo,Naive,cholesky,speedup_over,0.0,5
exo,Naive,cholesky,speedup_under,40.0,5
exo,Naive,correlation,invalid_algorithm,0.0,5
exo,Naive,correlation,invalid_code,40.0,5
exo,Naive,correlation,slowdown,0.0,5
exo,Naive,correlation,speedup_over,60.0,5
exo,Naive,correlation,speedup_under,0.0,5
exo,Naive,covariance,invalid_algorithm,0.0,5
exo,Naive,covariance,invalid_code,20.0,5
exo,Naive,covariance,slowdown,20.0,5
exo,Naive,covariance,speedup_over,60.0,5
exo,Naive,covariance,speedup_under,0.0,5
exo,Naive,deriche,invalid_algorithm,0.0,5
exo,Naive,deriche,invalid_code,80.0,5
exo,Naive,deriche,slowdown,0.0,5
exo,Naive,deriche,speedup_over,20.0,5
exo,Naive,deriche,speedup_under,0.0,5
exo,Naive,doitgen,invalid_algorithm,0.0,5
exo,Naive,doitgen,invalid_code,20.0,5
exo,Naive,doitgen,slowdown,20.0,5
exo,Naive,doitgen,speedup_over,60.0,5
exo,Naive,doitgen,speedup_under,0.0,5
